Part Number,Quantity,Unit Price,Notes
39199819,73,110,
36DS1000,4,675,
JH521007,8,110,
36PA0128,2,270,
AA101598,20,8990,
AA101593,1,9890,
AA101470,2,5400,
PD113002,4,620,
DT113029,1,1050,
JL113014,2,770,
56JF191Y,3,790,
GF161120,2,250,
JL113000,1,1190,
52DV0024,1,350,
PA113008,30,510,
DF161413,35,620,
JH113006,17,320,
PF113028,1,820,
DH161053,4,490,
PD113003,2,450,
DF161414,11,270,
DS161172,6,1130,
PF181422,1,2110,
DP161006,1,390,
JD181404,4,740,
DJ151087,1,22930,
JZ131206,1,18510,
JK131026,1,15380,
PD131007,1,9820,
JH131001,2,21130,
PA131021,3,18720,
JZ131213,1,16010,
PA131204,1,19220,
PA131010,1,7900,
DH151079,2,20150,
24171179,2,13590,
24171180,4,13970,
24171120,1,11930,
AP161048,3,6200,
24231499,12,1000,
AE131010,1,4860,
DD101101,1,14100,
36JZ0025,1,6560,
DZ101047,1,2290,
DU101210,2,6190,
36JE0018,1,1230,
36DH4044,1,9160,
52AN0122,1,13150,
AN101070,4,19910,
AN101127,1,19160,
DK151050,1,20920,
JF131206,1,20870,
JK131037,1,16640,
PA131274,1,7960,
JC151010,1,22790,
DZ171014,1,7930,
DS171002,1,8560,
PA122001,2,8090,
JD122009,1,11250,
PD122000,1,3250,
JH122011,1,5980,
PF122027,1,5240,
DH161509,21,2590,
JD151006,5,3030,
DH181092,4,2460,
JC181024,4,2910,
DS171007,4,500,
DG171034,2,990,
DJ171008,1,390,
JB122003,2,470,
JH122014,2,430,
DK161124,12,70,
DK161123,1,70,
DH191019,4,150,
JM191010,5,120,
DK161071,7,290,
DK161070,6,330,
DD191144,2,190,
DH161119,1,360,
JD181229,2,160,
DD191143,7,110,
JZ161019,19,140,
DH211005,1,90,
DS161125,3,120,
DS191018,17,120,
52DH0686,1,5160,
JZ73043B,2,3930,
56PA056D,2,5180,
56PA056E,1,2010,
JE511012,1,2185,
52PF0333,4,6440,
56JH057A,2,6530,
56JD05X3,1,2430,
56DH057T,3,4410,
JD72024M,1,5350,
52JF0230,1,3930,
52PD0166,3,4020,
52DU0290,1,5580,
52DU0289,13,5150,
52DH2009,1,4760,
JK73044C,1,4170,
JD72024R,1,5510,
JZ73065J,1,5000,
DK73042V,2,5080,
52DH1535,4,9730,
PA75045W,1,7470,
52JZ1823,1,8890,
52DH1358,1,3580,
52JZ0939,4,6700,
52DU0931,1,6660,
52DU0579,3,5880,
52PA0520,1,4120,
52PF0326,2,8430,
DZ73134G,3,6280,
JD76014M,3,8580,
52PF0735,3,6400,
52DH2014,1,9600,
52JF0082,1,8110,
52JZ1798,1,7460,
52PA0532,2,9310,
JZ73035A,2,6160,
PA75013C,2,7380,
JZ73033B,2,6460,
52PF0360,1,8510,
PF181214,9,470,
DD181162,1,1200,
DJ181119,42,2050,
DZ181001,2,400,
JK181247,1,380,
PA181280,4,590,
DU181029,7,930,
DS181031,25,1420,
JZ181200,11,1310,
JN181002,2,1430,
BG113802,27,1040,
BG113803,23,1180,
JF151018,1,33310,
DH181123,1,22420,
DK181087,1,21580,
DU181067,1,29810,
PA121036,1,25990,
AA191085,29,1240,
52DJ0723,1,30430,
52DJ1551,1,36690,
52DH2137,1,30730,
52PF0742,1,22260,
52JD0744,1,20140,
52DH2136,1,33100,
52JH0285,1,33440,
52PF0560,1,22790,
DX121010,73,660,
36PA0143,44,1830,
36DS1004,269,600,
52DU1174,1,26780,
DM101139,90,210,
JL171046,1,2690,
JZ181361,2,630,
52JZ0099,1,5900,
52JD0389,3,2640,
RJN73023B,1,8200,
52PF1154,1,6050,
JZ73045E,1,6910,
DH7303X4,1,4420,
JD73014R,2,1400,
52JF0229,2,5380,
JL181407,3,60,
JL181426,2,3460,
JH181215,3,1630,
JD181240,1,1570,
JW181202,1,1970,
PD181222,1,1280,
JL181008,5,1190,
24231239,5,3880,
DM181038,2,820,
SVA0012,2,3980,
24231748,1,12030,
52JL1019,1,8010,
AA161328,3,730,
52240760,8,1780,
52240483,13,1980,
SVA0023,2,690,
AE101007,1,10550,
DU101196,1,19740,
SVA0002,4,990,
BF185071,2,510,
BF185069,2,300,
SVA0009,1,150,
24151071,23,1600,
36AL0031,2,1050,
36AL0032,1,990,
PA161014,6,1780,
JZ161009,2,1570,
JZ161001,8,1330,
DS191002,2,2120,
PA161012,1,1300,
AA231239,2,4730,
43010035,7,690,
AP121124,9,430,
AA161268,12,330,
22250132,10,80,
AB101058,4,120,
AA141095,2,8300,
AP121009,2,760,
24141149,2,6300,
AA161309,5,1200,
24161368,1,1590,
52240765,1,3030,
Y-101307,2,,
AN101307,2,3970,
BH131804,2,2970,
AN101232,1,660,
36DZ0009,1,4060,
36PA0122,2,4000,
PF181218,2,1150,
PF181217,1,1220,
JN181200,1,620,
52PA1177,2,4260,
JH591034,4,1080,
DZ101031,9,1780,
JD591026,6,2590,
PF591146,5,1530,
JZ591095,1,1550,
DH102272,1,1300,
DH101468,2,2100,
DU161144,6,1780,
PF113037,2,870,
DZ161033,1,770,
DU161145,2,1900,
DS161117,1,4580,
JK113005,1,2780,
JD402201,1,4930,
JD402219,1,6990,
AA121150,1,2050,
AA111094,9,8750,
AN101337,1,13930,
36AA4036,1,1600,
JB541224,2,260,
JP541208,5,270,
JL521002,3,460,
JL541207,6,360,
JE541241,7,320,
36314006,11,1300,
JE541240,10,200,
JY541276,3,310,
JY541225,2,440,
JH541015,10,450,
GF101022,2,200,
JE511085K,1,1760,
JL511001,1,1280,
JL541208,1,360,
AA101862,2,11310,
AA111151,1,8700,
AZ351001,5,8890,
AA111072,1,8870,
AA111202,4,8210,
36JE0013,1,15550,
36JE0004,1,7590,
24151258,6,6780,
24151275,1,6900,
AB151063,11,4980,
24151291,1,6480,
AA111092,1,16730,
BH131803,2,9220,
DU101218,53,7120,
36JZ0002,5,12380,
36JK0031,6,11250,
36JD0021,5,11340,
AA201379,2,2950,
AA201265,1,12210,
AA201189,2,6670,
AA201276,1,13840,
AA201358,2,12470,
AA201250,2,10100,
AA201329,1,11550,
AA201219,1,10630,
AA201177,2,8130,
AA201179,1,9080,
24201279,1,3410,
BF187000,1,2600,
DH102277,21,900,
BF113461,2,2750,
36311006,124,1100,
36AA4025K,20,4140,
DK151094,26,1040,
DX101045,40,1290,
31101038,12,940,
JD561203,36,370,
31101191,3,870,
DH101537,4,560,
DS101316,5,1310,
DH102180,1,35,
DH101531,1,1650,
DU101083,12,140,
31101082,2,1490,
JD151038,4,100,
JE571213,1,320,
SVA0017,7,300,
SVA0010,12,200,
AN101421,17,580,
AA101484,9,150,
AB161183,15,130,
24141132,1,160,
AB171022,21,170,
BH131206,1,120,
AB171023,11,20,
AA231255,14,18780,
BH184000,5,18300,
AB151035,1,3100,
AP151017,1,2180,
24151167,3,2860,
24151285,5,4760,
AA101063,1,5200,
AA101599,2,4560,
AA101207,12,1100,
36AB4015,1,3100,
AA101969,1,430,
AA101242,1,10190,
36AA4118,3,18320,
AU511002,3,13700,
AA102093,1,25210,
JE531008,1,14520,
31101293,1,18520,
36JU0036,1,18400,
AA101033,4,10990,
36AA4119,2,15200,
CD101082,22,7860,
52JB0231,46,9470,
36JE0012,7,10890,
JN521001,6,8820,
DH101864,20,10880,
DH101773,5,13960,
DJ101371,6,14010,
DS101360,5,13250,
DD101478,1,12760,
JC101037,1,14770,
36JZ0074,13,12250,
31101314,4,12190,
DD101105,1,12240,
36JZ0183,3,10150,
GH101058,1,3115,
36JF0117,4,14310,
36PF0002,2,8940,
JD181003,2,1590,
DM161009,2,900,
DJ151053,6,120,
JB141001,23,120,
JN141002,37,150,
DZ191001,5,280,
DS191003,5,310,
PA131850,4,340,
DJ181104,1,450,
JZ131810,2,340,
DU191030,1,320,
JH121032,2,490,
DS151025,8,370,
JD161003,2,400,
AA101952,10,1630,
JL131232,6,1020,
30151069,298,50,
BA191051,7,790,
AA191093,19,1200,
AA191068,18,720,
24191126,2,680,
AA191094,16,1150,
AA191083,6,1550,
24191092,77,1180,
24191129,16,830,
AA191010,1,880,
AA191115,2,1540,
24191075,6,660,
AL191064,2,1520,
AM191001,1,700,
AA191102,1,1170,
24151058,34,940,
BA132173,11,1480,
BA132171,19,1490,
24151060,1,770,
24151059,11,760,
JB161005,1,260,
DU191003,8,710,
PA151013,2,590,
DS191015,18,510,
DS181084,3,620,
DH191068,2,270,
JC191002,2,360,
PA151014,8,650,
DS191016,10,470,
DU191009,21,550,
DH191008,9,460,
DH191007,9,670,
06191089,3,370,
JZ151019,4,450,
JH151003,1,570,
AA101721,1,3600,
JD511207,22,2420,
JE511204,28,2390,
JH511207,6,1460,
JE511213,4,2110,
DS101030,2,970,
JH511210,2,1570,
JE511212,3,1980,
DH101040,2,920,
DU101060,1,2040,
JA511204,2,1730,
DH101235,1,30,
36314001K,43,1320,
AA101594,45,170,
31101175,5,70,
PF581423,5,70,
AA121226,4,90,
AA101838,11,410,
AA102171,5,270,
JB581271,4,90,
AB101059,3,100,
24101109,1,20,
DK101340,1,40,
59210023,1,30,
JG591070,2,240,
DP101140,1,100,
36JE0022,2,620,
36JL0023,2,530,
36DU1204,3,270,
JE591002,15,240,
24121073,1,430,
DS121089,3,250,
DU101057,1,90,
DH151024,18,35,
DU151025,18,60,
DU151026,162,60,
16151066,520,30,
PF551433,10,1140,
PF551426,7,1120,
PF551411,5,1190,
AN121111,9,680,
39010604,8,100,
DU101066,6,95,
DX151018,5,50,
AA101475,13,160,
39260011,1,100,
AK201012,5,80,
JD551400,1,150,
KPBC6004,1,900,
KPBC6204,7,710,
39186420,1,750,
KPBC6302,6,840,
01101009,7,680,
KPBB6301,14,560,
36311008,41,460,
39268820,1,580,
39100320,8,620,
KPBF6203,1,770,
39239620,9,610,
KPBB6202,14,560,
KPBC6202,1,610,
DS101197,12,790,
DP101163,2,630,
JV551000,4,750,
DX101052,9,850,
DH101117,1,800,
AE101014,12,5250,
SVA0054,2,140,
36AA4105,6,10390,
19101017,2,110,
03170121,7,175,
DJ161129,18,890,
52JL1035,4,930,
JL113016,5,760,
PF113033,8,810,
DJ161128,10,940,
PF113032,7,790,
JF113009,4,930,
PA113040,11,770,
JZ113027,2,430,
52JL1024,2,980,
52JL0159,5,1020,
PF113044,5,280,
JK113008,1,310,
AA221006,2,970,
AA221005,3,970,
24201487,4,1750,
24201488,1,1650,
BF184629,2,1860,
BF184630,1,1860,
24201472,1,3060,
AB201072,2,2880,
24201499,5,670,
24201504,1,490,
AA201188,2,840,
DF151003,1,5260,
AL201017,12,1690,
AL201051,2,1580,
DE191024,5,20,
KEBB4717,1,80,
39098717,14,20,
AB181020,1,120,
DK101386,10,120,
39172104,25,60,
AA111117,3,130,
LAE00023,30,30,
39160804,44,130,
LAE00045,10,45,
DJ151047,25,80,
39270204,3,140,
LAC00010,1,60,
DX151010,7,110,
DJ101063,10,100,
DS101198,4,80,
PF131220,4,50,
DJ151048,5,60,
39242704,8,70,
DK151036,15,160,
DX151081,11,130,
JD141001,1,5010,
24171117,5,60,
39154905,5,40,
AN101138,7,12000,
LAC00019,2,180,
28101038,70,20,
DJ181088,31,40,
AA101145,2,520,
CM191049,20,30,
AB171032,7,130,
AP121064,2,140,
31101141,1,70,
24101121,3,460,
AA101073,9,460,
36AA4025,15,2580,
AA121336,37,940,
AA102094,15,1110,
DK101064,7,1410,
AN101182,4,160,
39137704,54,130,
LAG00008,20,80,
18201044,38,130,
01180123,110,20,
JD151037,3,100,
30101236,585,20,
DH121012,10,15,
24141133,2,160,
JL561408,4,95,
AA101210,231,350,
AA101472,230,190,
AA101211,12,240,
DJ121030,13,600,
JB581003,1,450,
DH121132,2,610,
PF581052,2,510,
DJ121022,15,310,
DH121106,3,380,
JA581208,3,150,
PA581225,3,330,
JH121042,1,330,
DU121008,2,370,
AB171031,57,220,
AA101215,1,110,
24161003,85,220,
24170507,24,190,
AE121008,2,180,
30151075,3,260,
36DU1004,4,120,
36JK0064,1,8170,
36PF0027,1,5880,
36JZ0122,12,780,
36JZ0081,7,670,
36JE0003,14,610,
36DH4030,25,850,
36DH1003,10,600,
DH101017,7,50,
36PA0115,1,640,
36JL0001,3,490,
DH101010,13,400,
36JL0005,17,5995,
DK101330,2,650,
31121029,39,440,
DP121034,22,490,
JB581005,9,670,
JA581006,33,430,
JE581051,3,410,
JA581009,1,280,
JZ581011,1,800,
PF581044,3,650,
JL581009,5,1850,
JZ581032,6,2010,
JE581014,3,1210,
FD121004,1,300,
AA121056,5,1830,
AP121132,1,490,
JA541021,32,360,
JN571001,18,330,
AN131007,4,120,
DU101223,18,230,
DS101071,17,100,
DD101325,14,80,
DS121005,7,390,
28101022,9,380,
JG601211,3,120,
52JN0136,2,260,
JV541006,1,260,
36152203,11,440,
24130111,1,270,
24151171,41,940,
06101213,1,140,
DH101048,2,180,
DU101067,3,50,
JK121007,2,200,
JE511202,2,220,
JE551401,4,170,
JE551408,4,220,
DH101111,13,320,
DK101072,7,110,
28101195,14,210,
JD551208,7,290,
DH101141,3,310,
JA551009,4,310,
JA551415,6,860,
DH102210,13,1440,
DJ101179,1,1610,
PD551421,1,1440,
DH101863,8,20510,
DK101001,5,1890,
DK101569,52,1380,
DD101394,12,1140,
JB181421,6,1550,
JB181416,6,990,
DU161098,8,970,
PA181405,6,880,
JH181408,3,670,
PF181423,2,800,
DD101492,11,880,
JB551408,29,870,
DH101344,27,1130,
PF551428,5,910,
JU551406,2,1690,
PF551436,1,860,
DH102211,26,1010,
DT551402,2,1220,
JE551403,21,1940,
DS101319,20,1650,
DH101346,27,1750,
DH101862,1,2150,
DD101493,27,750,
AA191077,23,990,
AA191064,10,720,
AA191092,35,1290,
AA191073,22,980,
AA191013,5,600,
AA191069,7,1060,
AA191091,12,1060,
24150501,14,1270,
AA141018,2,980,
DK101180,13,250,
JD561413,7,140,
JL561404,1,850,
JD561411,8,580,
JL561405,2,200,
JL561407,3,130,
JZ561404,1,150,
24141184,1,870,
24141130,6,710,
DF181092,52,90,
30141052,27,160,
AN121085,2,680,
AA121009,6,520,
AA121112,4,470,
BA231013,24,90,
30141028,7,100,
DH101508,1,40,
DZ191019,20,210,
06190227,1,220,
DS191010,2,170,
DS191008,2,170,
AA101154,41,150,
DS121004,8,210,
BH151096,5,1290,
BH151097,5,680,
BH151095,5,740,
BH151093,5,160,
BH151092,5,490,
DF121003,14,1230,
JB571000,2,970,
JZ571000,1,1090,
JY571012,1,1800,
JE571009,2,2220,
52DH0169,6,2360,
DS121137,1,1140,
AA101468,4,480,
24101422,12,80,
36JD0011,3,270,
BG233002,7,1730,
24221033,9,90,
DK010272,2,330,
DK161228,2,200,
24161190,10,15,
AA231209,1,200,
AA161160,2,200,
JH233020,1,40,
STAA0004,1,175,
DD181252,5,45,
AM191005,18,320,
AA191080,6,310,
36DU1503,43,380,
36DS1502,21,360,
JA131606,6,190,
30151041,73,310,
DJ151094,31,310,
DD151005,20,90,
DS151038,25,120,
DU101085,2,330,
DS181070,1,380,
JA511216,11,170,
JH551205,6,130,
DD101309,22,330,
JL181257,1,15,
JZ551210,7,330,
31101216,5,70,
DH101319,6,300,
31101109,5,25,
DS101050,23,100,
DH101485,2,140,
DH101334,12,390,
DK101187,2,290,
DH161194,44,150,
24231522,72,10,
AB181022,5,430,
DG161124,6,160,
DE151012,30,50,
AA101337,9,140,
24171066,120,30,
GF151019,13,70,
36DZ0008,1,440,
30151119,6,170,
DL161023,57,60,
DJ161132,1,70,
JN171000,1,90,
24151232,7,90,
30201104,2,275,
DD161022,19,40,
31161018,8,60,
AA101220,4,180,
DH161133,1,60,
JD561418,1,110,
DJ161090,5,40,
JC141015,3,20,
15161069,8,50,
DH141023,1,80,
DH161293,5,40,
BA191029,11,90,
AA101750,54,470,
AA101742,9,430,
05190302,21,120,
05190301,16,460,
24130214,11,940,
24131002,22,380,
24131008,9,330,
BA191050,9,270,
24191001,13,280,
PF121101,6,3700,
JA151013,12,4430,
DM181036,16,4730,
JD151026,8,5430,
PA121042,4,4290,
JH121005,3,4460,
JL151004,1,6850,
DJ181103,2,6050,
DG181010,1,7470,
DH181127,6,5550,
DK181070,2,6800,
DX171004,1,6450,
DZ171016,13,5170,
PF122012,3,5980,
JN122000,6,5910,
DH171023,6,6510,
DH181104,3,2980,
DK181060,1,2380,
DH181103,2,2580,
56DK31Y9,2,2530,
56DK32Y9,2,2300,
DK181062,1,2520,
PD151004,2,1820,
JL151030,1,4380,
JD151052,3,1580,
JD151051,2,3490,
JD151017,1,1420,
JM171004,16,120,
JL122001,1,440,
30191017,5,40,
DH101581,35,40,
AN101147,20,60,
JD131811,2,150,
DE191031,9,120,
DD101254,1,70,
36DU1901,1,360,
36BA4039,61,2180,
36244063,1,2000,
24171198,9,580,
24171201,18,430,
PA113022,6,2070,
PF113012,3,1850,
JZ113001,1,1460,
JZ113003,3,910,
JZ113021,3,880,
PA113075,1,1490,
PF113013,3,1460,
PF113001,1,1560,
DH161468,2,2110,
39171619,49,80,
06101252,53,150,
30101014,34,160,
JL601010,5,610,
24100314,14,120,
39149919,3,350,
39135519,9,210,
01100355,9,180,
30151035,5,220,
39185519,7,90,
DE151008,3,200,
DD181205,1,870,
PA151011,3,920,
JB151003,2,910,
PD151001,4,600,
PD151003,3,4100,
31181015,1,580,
DS181077,5,730,
36JH0011,3,440,
JW151023,1,660,
DS171015,51,60,
DF141128,10,100,
31101061,19,25,
DH181099,16,70,
30101154,7,90,
PA113204,2,160,
PD181401,1,70,
DD101097,1,260,
JA541233,1,220,
BF511237,4,480,
CB101009,6,280,
BF131712,1,270,
BF511214,1,1010,
24151247,10,80,
AN101305,5,710,
DF161168,3,60,
24231615,1,100,
AA101665,9,50,
24231146,15,30,
24101194,10,60,
AB101014,1,50,
JZ113402,1,75,
24101201,4,2860,
24101409,1,400,
21101427,5,40,
YDZ05006,2,200,
36JW0013,4,180,
39271217,12,140,
25191054,14,60,
03170127,30,40,
AA101124,2,40,
39034217,19,90,
39033717,45,20,
39235717,20,20,
39059417,20,50,
DG111008,55,450,
JG351209,1,1300,
52DZ0046,8,210,
JM171003,6,650,
DD151008,12,250,
31151028,1,600,
PF131236,2,550,
DS151092,4,240,
52DZ0047,5,200,
PA122023,8,420,
PA122022,15,430,
JZ122008,1,490,
36281008,53,1790,
36AN0013,37,1890,
AA101260,12,960,
36JG0011,39,2750,
36DV0007,20,2550,
36314001,4,1330,
36314002,115,130,
36CS0005,2,2250,
36JZ0083,1,2160,
AZ351207,14,470,
AA111154,5,440,
AA111153,13,430,
DD111018,93,430,
01100804,313,30,
DZ191035,5,1090,
24191101,5,90,
24191100,19,100,
24191099,3,90,
24191184,3,120,
36DU4076,3,1780,
36JH0028,5,2050,
36PF0048,3,1920,
31101020,98,580,
AN101175,20,760,
31151018,3,210,
DJ171044,3,450,
JK122004,24,190,
AA101364,190,50,
DD151009,1,20,
JK131025,2,230,
JC151007,1,1100,
DJ151033,2,1080,
31151004,2,150,
JF131600,3,480,
14151021,3,110,
30151082,4,180,
24131075,6,320,
30151033,1,180,
AB171013,128,120,
24171055,20,130,
BA171007,6,140,
24170505,28,35,
JD231600,18,1250,
JD231601,5,1210,
JL231601,3,1550,
DF221037,1,1270,
DD221008,5,1110,
JH231600,6,2390,
JH231601,4,2420,
24190227,1,210,
36JZ0001,50,1990,
36311028,96,2030,
36JZ0102,16,1750,
36JK0011,41,2100,
36JA0002,1,2090,
JD511202,2,1170,
JD511201,6,890,
JE511209,10,1070,
JE511201,13,1220,
JE511200,3,870,
JE511208,1,790,
PA511229,4,1550,
JH511203,10,450,
DP101019,2,1400,
DK181063,2,5200,
PF121079,1,1110,
DK181059,1,3080,
DH101157,13,80,
AL201065,22,2860,
AL201066,1,2780,
AL201119,1,3840,
AA141079,9,410,
AF121148,12,2510,
AA101262,5,460,
JM101027,3,660,
DH101521,4,340,
JL181408,2,100,
JD402217,2,20,
PF591045,1,440,
AA161265,1,1350,
AA101295,4,200,
24150507,9,90,
30211005,5,60,
DH101144,6,80,
30191035,30,50,
30201074,6,40,
AA231142,6,390,
AA101194,25,420,
36JC0006,1,270,
AA101138,1,140,
JB531021,1,130,
DH101066,1,100,
AN121206,7,370,
24231625,1,330,
24151090,1,90,
AN161075,11,100,
AN101334,11,120,
AA101597,20,240,
DH102261,1,310,
AA151060,5,440,
24170508,2,2010,
AA221033,1,2440,
BF541052,5,530,
BF541209,7,450,
BF511281,3,350,
BF541039,5,190,
BF511276,1,390,
BF521012,2,290,
KPBA6006,2,760,
BF131762,1,200,
BF541208,5,390,
BF541030,1,210,
EE531030,4,230,
56DH3X1Y,5,4980,
PA113035,3,1690,
JD113035,3,6300,
56DJ3X1Y,3,5520,
52DK0167,1,2220,
56JD3X1Y,2,4620,
DK161308,1,5850,
24161373,21,310,
AA161308,1,430,
AA161307,2,480,
AL161503,1,520,
AP161082,6,740,
AL161498,5,630,
AA102167,3,320,
AA161310,2,200,
AA101258,4,80,
AA161216,1,580,
AA161306,3,470,
24101829,2,3390,
BA132112,5,2720,
24131072,1,2410,
24171006,6,955,
BA132111,6,2850,
AB151093,40,360,
AP121010,7,460,
AN101162,10,850,
AL161312,4,550,
AA231223,7,310,
AP161047,13,390,
AL161383,5,320,
24161371,37,250,
AA151012,1,650,
AA101293,9,730,
AA101294,9,480,
DZ74033W,5,4680,
52PA0536,17,4420,
52DH0682,4,5400,
52PF0726,10,4650,
PA74055W,2,1790,
DZ74013W,2,5120,
DJ74012V,3,5110,
JZ74033C,2,5340,
PA74053C,4,1790,
52PF0327,3,5560,
52DH1335,17,4760,
52JZ1804,9,4330,
52PA0537,1,4120,
DJ7401X4,4,5100,
52JZ0929,5,5040,
52PF0727,3,2590,
DU181030,3,820,
52DJ0517,1,4250,
52DJ0519,3,4720,
52JZ0927,4,4860,
52PF0329,5,4420,
52PF1156,23,4620,
52DJ0904,1,5350,
52PA0015,2,6590,
JN73013B,3,5570,
52DJ0566,5,6590,
52JZ0926,3,4780,
52DH1531,22,5300,
AA101692,28,1250,
36AA4055,6,11990,
36AA4058,8,17250,
36AA4057,3,12850,
AA131024,17,460,
24171076,49,450,
DU221004,6,3830,
AA171025,6,22670,
24181043,7,16550,
AB181002,1,15360,
JN231200,3,3100,
DU221015,2,1500,
DJ221016,3,3390,
DJ221020,8,1100,
DH221013,19,1100,
JF231214,13,1380,
52DH0767,16,2490,
JN231202,2,2960,
DS181044,15,2690,
DH221012,37,1220,
PA231217,6,1090,
JL231204,2,2210,
DH161292,3,480,
DZ221003,6,3950,
JF231215,15,1050,
AA151036,1,3670,
JH231210,2,1150,
PA231206,5,2390,
PA231218,7,1090,
PD231202,4,990,
PF231405,1,4405,
JZ181299,7,1080,
DZ181002,3,230,
DZ181003,2,760,
PA181283,1,650,
DP161101,1,190,
PA181277,3,1130,
DD181183,87,340,
DS191044,7,690,
DS191028,10,600,
DD181176,11,260,
PF181236,10,1160,
PA181227,1,2530,
JH181207,2,2360,
PA181279,4,740,
JN181018,3,320,
JN181017,5,300,
DP181021,6,90,
DD181184,25,180,
PF181239,11,160,
PA402405,5,620,
JD181221,2,140,
JN232801,2,210,
JD113800,5,190,
JZ181208,10,230,
DD181185,2,420,
DU181047,3,640,
DS181045,6,620,
PA181278,1,660,
52JD0175,1,700,
JZ232800,5,140,
AP201115,1,None,
JN232802,2,120,
AA131074,1,210,
DU74013H,8,3440,
52DU0934,3,3610,
DU74013J,2,3070,
52DU0575,14,3690,
52DU0577,1,4410,
DU7401X4,2,2290,
56JH04X3,3,2990,
56JH047A,2,2100,
BF401145,1,9700,
YPD14001,4,12480,
JW401001,1,6140,
YPA26006,4,17720,
YPD02002,1,5890,
PF401018,1,7560,
JH401008,1,11350,
52PA0019,2,2800,
JL181203,1,1370,
52PA0554,3,1680,
JZ74033B,1,2790,
52JZ0054,1,6130,
56DH046D,1,4190,
52JZ0100,1,6130,
52PF0328,2,5460,
JZ74033F,1,2220,
JK74013F,1,4630,
52PA0018,1,2710,
52PF0622,1,4590,
AA101970,1,1540,
AA161283,9,610,
AA121136,7,840,
AA161191,15,1180,
JD113802,1,220,
JN181005,7,250,
DP161144,5,290,
DD181187,42,110,
PA231211,5,2200,
DU181107,2,2390,
PF151015,5,2850,
PD151000,1,2300,
DJ181067,1,2430,
PA151020,3,3580,
PF151000,2,1820,
JZ151070,3,2910,
JC181005,3,2370,
AA101668,1,1430,
AA161080,1,690,
CD111005,2,570,
AA101035,5,430,
AA101384,2,610,
AN101202,4,550,
AN101203,15,1810,
52JL0928,5,1280,
DH161622,2,1150,
52DH0535,2,3230,
52JD0597,1,2830,
56JL155N,1,720,
56JL154R,3,2640,
56JL15X3,3,1610,
52PA0022,1,3280,
52DH1885,1,2660,
52DH0548,1,2030,
JH181223,1,4070,
36DK0033,3,2430,
52JL0054,1,3030,
52JZ1775,1,3700,
52JZ1811,2,3110,
PA231216,1,2560,
JH231202,1,2770,
JZ231202,2,2390,
JL231201,1,1020,
JF181005,1,2190,
JD181006,2,1990,
JF231201,12,1180,
PD231201,1,1820,
52PF0773,1,3070,
JF231202,8,1090,
JL231202,1,1440,
52JZ1850,1,3670,
52PA0522,1,4320,
52JF0459,2,8050,
JD74034R,1,5530,
56JL144R,1,2400,
52JD0477,2,1300,
52JD0478,6,1290,
52JL0194,1,1950,
52JL0937,4,1280,
52JL0918,4,1410,
52JL0191,4,1640,
52JL0994,1,2150,
JD73015R,3,1530,
52JD0603,4,1600,
52JD0638,3,1630,
52JD0715,6,1730,
JD73024R,1,1310,
JD73025G,2,1600,
JD73025L,2,1440,
JD73015G,1,1510,
52JD0656,2,1450,
JD73025R,1,850,
JD73014M,2,1210,
52JF0434,1,1550,
52JF0435,1,1510,
52JD0718,4,2000,
52JD0657,2,1450,
52JD0639,2,1930,
52JL0193,4,1550,
52JD0604,1,1750,
52JL0198,2,1880,
52JL0192,2,1610,
52JL0936,3,1400,
52JL0197,2,1790,
52JL0919,1,1540,
DU221002,2,3790,
JK231201,1,1750,
JK122002,1,200,
JD551206,1,1640,
39100006,50,60,
DK101503,1,950,
GF201009,1,410,
YPA13001,1,3850,
DT511261,1,2290,
36JZ0007,27,4550,
DJ201132,2,8710,
AA101814,5,160,
22191096,15,950,
24101056,20,920,
24131046,25,830,
24191182,15,1140,
36DK0015,20,550,
AA111107,10,4290,
AN101152,2,12150,
DP101107,15,1260,
JE511230,30,1550,
AB101037,1,,NOT FOUND
PA102440,1,,NOT FOUND
DK101603,1,,NOT FOUND
24151137,30,25,NOT FOUND
DK151086,1,,NOT FOUND
24181132,44,,NOT FOUND
JD591043,3,,NOT FOUND
DU201107,1,,NOT FOUND
AA201365,1,,NOT FOUND
DJ561408,1,,NOT FOUND
JB16005,1,,NOT FOUND
JK16001,2,,NOT FOUND
DY191001,19,,NOT FOUND
JE101071,4,,NOT FOUND
36DK4005,10,,NOT FOUND
DU101048,7,,NOT FOUND
DT113038,1,,NOT FOUND
39160894,1,,NOT FOUND
KADD0345,10,,NOT FOUND
LAD00019,1,,NOT FOUND
PA134261,5,,NOT FOUND
05101085,1,,NOT FOUND
S2210040,5,,NOT FOUND
FA101325,1,,NOT FOUND
JN571004,1,,NOT FOUND
DS181076,3,,NOT FOUND
JH551407,1,,NOT FOUND
PF561411,1,,NOT FOUND
JD561401,2,,NOT FOUND
DS181091,1,,NOT FOUND
DS181001,1,,NOT FOUND
31101210,6,,NOT FOUND
PD113203,1,,NOT FOUND
AA101724,2,,NOT FOUND
24151228,5,,NOT FOUND
36JE0031,1,,NOT FOUND
AA101391,4,,NOT FOUND
39244117,14,,NOT FOUND
JB141002,3,,NOT FOUND
22042617,4,,NOT FOUND
30161079,4,,NOT FOUND
39DU1001,71,,NOT FOUND
DK131059,1,,NOT FOUND
DK161237,1,,NOT FOUND
DP181236,1,,NOT FOUND
