"Internal Reference","Name","Description","Barcode","Product Category/ID","Point of Sale Category/ID","Product Type","Cost","Sales Price","Available in POS","Can be Purchased","Can be Sold"
"JW73013J","Side Cov Lh Paint Xcd 135 J Black Red De","Side Cov Lh Paint Xcd 135 J Black Red De","JW73013J","point_of_sale.00331","pos_category.2w","Storable Product","1120.0","1120.0","True","True","True"
"JW7301X4","Side Cov Lh Paint+Decal Xcd 135 Flame Re","Side Cov Lh Paint+Decal Xcd 135 Flame Re","JW7301X4","point_of_sale.00331","pos_category.2w","Storable Product","1210.0","1210.0","True","True","True"
"JW73023H","Side Cov Rh Paint Xcd 135 J Black Blue D","Side Cov Rh Paint Xcd 135 J Black Blue D","JW73023H","point_of_sale.00331","pos_category.2w","Storable Product","4675.0","4675.0","True","True","True"
"JW73024J","Side Cov Rh Paint Xcd 135 J Black Green","Side Cov Rh Paint Xcd 135 J Black Green","JW73024J","point_of_sale.00331","pos_category.2w","Storable Product","4405.0","4405.0","True","True","True"
"JW73023J","Side Cov Rh Paint Xcd 135 J Black Red De","Side Cov Rh Paint Xcd 135 J Black Red De","JW73023J","point_of_sale.00331","pos_category.2w","Storable Product","990.0","990.0","True","True","True"
"JW7302X4","Side Cov Rh Paint+Decal Xcd 135 Flame Re","Side Cov Rh Paint+Decal Xcd 135 Flame Re","JW7302X4","point_of_sale.00331","pos_category.2w","Storable Product","1300.0","1300.0","True","True","True"
"56DT124X","Side Cover  -Lh","Side Cover  -Lh","56DT124X","point_of_sale.00059","pos_category.2w","Storable Product","4560.0","4560.0","True","True","True"
"56DT134X","Side Cover  -Rh","Side Cover  -Rh","56DT134X","point_of_sale.00059","pos_category.2w","Storable Product","5080.0","5080.0","True","True","True"
"STDS1076","Side Cover Black Decal Red Rh  3D","Side Cover Black Decal Red Rh  3D","STDS1076","point_of_sale.00113","pos_category.2w","Storable Product","688.0","688.0","True","True","True"
"DI2W066","Side Cover Dcl (R) - Black-Blue (Ct 100 New)","Side Cover Dcl (R) - Black-Blue (Ct 100 New)","DI2W066","point_of_sale.00421","pos_category.2w","Storable Product","688.0","688.0","True","True","True"
"STDU1032","Side Cover Decal Lh (Ct100 Ug-Black Blue Decal)","Side Cover Decal Lh (Ct100 Ug-Black Blue Decal)","STDU1032","point_of_sale.00331","pos_category.2w","Storable Product","450.0","450.0","True","True","True"
"STJKBM12","Side Cover Decal Rh Black Decal Blue (Platina Bm-125)","Side Cover Decal Rh Black Decal Blue (Platina Bm-125)","STJKBM12","point_of_sale.00113","pos_category.2w","Storable Product","1440.0","1440.0","True","True","True"
"JW181203","Side Cover Lh","Side Cover Lh","JW181203","point_of_sale.00331","pos_category.2w","Storable Product","1605.0","1605.0","True","True","True"
"52JD0378","Side Cover Lh Asly Eb Blk P135","Side Cover Lh Asly Eb Blk P135","52JD0378","point_of_sale.00096","pos_category.2w","Storable Product","1670.0","1670.0","True","True","True"
"52JD0593","Side Cover Lh Asly Eb. Blk (P135 Bs4+Ug)","Side Cover Lh Asly Eb. Blk (P135 Bs4+Ug)","52JD0593","point_of_sale.00331","pos_category.2w","Storable Product","1630.0","1630.0","True","True","True"
"52JD0380","Side Cover Lh Asly El Bl P135","Side Cover Lh Asly El Bl P135","52JD0380","point_of_sale.00318","pos_category.2w","Storable Product","3480.0","3480.0","True","True","True"
"52JD0379","Side Cover Lh Asly Fl Red P 135","Side Cover Lh Asly Fl Red P 135","52JD0379","point_of_sale.00318","pos_category.2w","Storable Product","2620.0","2620.0","True","True","True"
"52JD0594","Side Cover Lh Asly Ro.Blue (P135 Bs4+Ug)","Side Cover Lh Asly Ro.Blue (P135 Bs4+Ug)","52JD0594","point_of_sale.00331","pos_category.2w","Storable Product","1630.0","1630.0","True","True","True"
"52JF0239","Side Cover Lh Assly Safire Blue K11 Ug","Side Cover Lh Assly Safire Blue K11 Ug","52JF0239","point_of_sale.00095","pos_category.2w","Storable Product","1120.0","1120.0","True","True","True"
"52DH2398","Side Cover Lh Asy Lime Green (Pulsar 150 -Neon)","Side Cover Lh Asy Lime Green (Pulsar 150 -Neon)","52DH2398","point_of_sale.00113","pos_category.2w","Storable Product","2660.0","2660.0","True","True","True"
"52DH2389","Side Cover Lh Asy Pasion Red(P150 Clasic","Side Cover Lh Asy Pasion Red(P150 Clasic","52DH2389","point_of_sale.00331","pos_category.2w","Storable Product","3000.0","3000.0","True","True","True"
"JK73014C","Side Cover Lh Black / Blue Decal","Side Cover Lh Black / Blue Decal","JK73014C","point_of_sale.00331","pos_category.2w","Storable Product","2455.0","2455.0","True","True","True"
"JK73014N","Side Cover Lh Black / Green Decal","Side Cover Lh Black / Green Decal","JK73014N","point_of_sale.00331","pos_category.2w","Storable Product","2990.0","2990.0","True","True","True"
"JK73014D","Side Cover Lh Black / Red Decal","Side Cover Lh Black / Red Decal","JK73014D","point_of_sale.00331","pos_category.2w","Storable Product","1990.0","1990.0","True","True","True"
"52DU0629","Side Cover Lh Black Blue With Decal","Side Cover Lh Black Blue With Decal","52DU0629","point_of_sale.00095","pos_category.2w","Storable Product","2100.0","2100.0","True","True","True"
"JN73033C","Side Cover Lh Black With  Red Decal","Side Cover Lh Black With  Red Decal","JN73033C","point_of_sale.00095","pos_category.2w","Storable Product","3950.0","3950.0","True","True","True"
"JN73033B","Side Cover Lh Black With Blue Decal","Side Cover Lh Black With Blue Decal","JN73033B","point_of_sale.00095","pos_category.2w","Storable Product","2105.0","2105.0","True","True","True"
"DS74133B","Side Cover Lh Black With Blue Decal 3D (Discover Black)","Side Cover Lh Black With Blue Decal 3D (Discover Black)","DS74133B","point_of_sale.00095","pos_category.2w","Storable Product","1635.0","1635.0","True","True","True"
"DS74133C","Side Cover Lh Black With Red Decal 3D (Discover Black)","Side Cover Lh Black With Red Decal 3D (Discover Black)","DS74133C","point_of_sale.00095","pos_category.2w","Storable Product","1615.0","1615.0","True","True","True"
"52PA0563","Side Cover Lh Blue Decal","Side Cover Lh Blue Decal","52PA0563","point_of_sale.00331","pos_category.2w","Storable Product","2780.0","2780.0","True","True","True"
"PF7303X3","Side Cover Lh Bm 100 Ebony Black Decal","Side Cover Lh Bm 100 Ebony Black Decal","PF7303X3","point_of_sale.00331","pos_category.2w","Storable Product","1380.0","1380.0","True","True","True"
"PF73033E","Side Cover Lh Bm 100 Electron Blue Decal","Side Cover Lh Bm 100 Electron Blue Decal","PF73033E","point_of_sale.00331","pos_category.2w","Storable Product","1925.0","1925.0","True","True","True"
"PF73033F","Side Cover Lh Bm 100 Flame Red Decal","Side Cover Lh Bm 100 Flame Red Decal","PF73033F","point_of_sale.00331","pos_category.2w","Storable Product","1865.0","1865.0","True","True","True"
"PF7301X3","Side Cover Lh Bm 150 Ebony Black Decal","Side Cover Lh Bm 150 Ebony Black Decal","PF7301X3","point_of_sale.00095","pos_category.2w","Storable Product","2500.0","2500.0","True","True","True"
"PF73013E","Side Cover Lh Bm 150 Electron Blue Decal","Side Cover Lh Bm 150 Electron Blue Decal","PF73013E","point_of_sale.00095","pos_category.2w","Storable Product","1285.0","1285.0","True","True","True"
"PF73013F","Side Cover Lh Bm 150 Flame Red Decal","Side Cover Lh Bm 150 Flame Red Decal","PF73013F","point_of_sale.00095","pos_category.2w","Storable Product","1640.0","1640.0","True","True","True"
"52PA0517","Side Cover Lh Decal","Side Cover Lh Decal","52PA0517","point_of_sale.00331","pos_category.2w","Storable Product","1380.0","1380.0","True","True","True"
"52DU1086","Side Cover Lh Eb. Blk Wh Bl Dkl (Ct-Es","Side Cover Lh Eb. Blk Wh Bl Dkl (Ct-Es","52DU1086","point_of_sale.00096","pos_category.2w","Storable Product","2950.0","2950.0","True","True","True"
"52DU0932","Side Cover Lh Eb. Blk Wh Bl Dkl Ct100Es","Side Cover Lh Eb. Blk Wh Bl Dkl Ct100Es","52DU0932","point_of_sale.00095","pos_category.2w","Storable Product","2920.0","2920.0","True","True","True"
"52DU1085","Side Cover Lh Eb. Blk Wh Red Dkl (Ct-Es","Side Cover Lh Eb. Blk Wh Red Dkl (Ct-Es","52DU1085","point_of_sale.00096","pos_category.2w","Storable Product","2950.0","2950.0","True","True","True"
"52DU0927","Side Cover Lh Eb. Blk Wh Red Dkl Ct100Es","Side Cover Lh Eb. Blk Wh Red Dkl Ct100Es","52DU0927","point_of_sale.00095","pos_category.2w","Storable Product","2860.0","2860.0","True","True","True"
"52JH0411","Side Cover Lh Ebony Black Wh Decal C101B","Side Cover Lh Ebony Black Wh Decal C101B","52JH0411","point_of_sale.00216","pos_category.2w","Storable Product","1460.0","1460.0","True","True","True"
"52PA0516","Side Cover Lh El. Blue Wh Decal (D105 C)","Side Cover Lh El. Blue Wh Decal (D105 C)","52PA0516","point_of_sale.00331","pos_category.2w","Storable Product","1750.0","1750.0","True","True","True"
"DU73083E","Side Cover Lh Electron Blue","Side Cover Lh Electron Blue","DU73083E","point_of_sale.00331","pos_category.2w","Storable Product","1090.0","1090.0","True","True","True"
"DS74133F","Side Cover Lh Fed With Red Decal 3D (Discover Black)","Side Cover Lh Fed With Red Decal 3D (Discover Black)","DS74133F","point_of_sale.00095","pos_category.2w","Storable Product","1885.0","1885.0","True","True","True"
"JK73013F","Side Cover Lh Flame Red / Red Decal","Side Cover Lh Flame Red / Red Decal","JK73013F","point_of_sale.00331","pos_category.2w","Storable Product","3045.0","3045.0","True","True","True"
"52JH0410","Side Cover Lh Flame Red With Decal C101B","Side Cover Lh Flame Red With Decal C101B","52JH0410","point_of_sale.00215","pos_category.2w","Storable Product","1800.0","1800.0","True","True","True"
"JW73013A","Side Cover Lh Paint+Decal Xcd 135 L B Bl","Side Cover Lh Paint+Decal Xcd 135 L B Bl","JW73013A","point_of_sale.00331","pos_category.2w","Storable Product","1360.0","1360.0","True","True","True"
"DS74033B","Side Cover Lh Painted Black W Blue Decal New","Side Cover Lh Painted Black W Blue Decal New","DS74033B","point_of_sale.00331","pos_category.2w","Storable Product","1075.0","1075.0","True","True","True"
"DZ73013F","Side Cover Lh Painted Flame Red","Side Cover Lh Painted Flame Red","DZ73013F","point_of_sale.00331","pos_category.2w","Storable Product","620.0","620.0","True","True","True"
"JB73012V","Side Cover Lh Painted Kg2 Cocktail Wine","Side Cover Lh Painted Kg2 Cocktail Wine","JB73012V","point_of_sale.00095","pos_category.2w","Storable Product","1535.0","1535.0","True","True","True"
"JB730122","Side Cover Lh Painted Kg2 Jet Black","Side Cover Lh Painted Kg2 Jet Black","JB730122","point_of_sale.00095","pos_category.2w","Storable Product","1525.0","1525.0","True","True","True"
"JB73013A","Side Cover Lh Painted Kg2 Long Beach Blu","Side Cover Lh Painted Kg2 Long Beach Blu","JB73013A","point_of_sale.00095","pos_category.2w","Storable Product","650.0","650.0","True","True","True"
"JB73013Q","Side Cover Lh Painted Kg2 Silver","Side Cover Lh Painted Kg2 Silver","JB73013Q","point_of_sale.00095","pos_category.2w","Storable Product","640.0","640.0","True","True","True"
"52PD0608","Side Cover Lh Pd Khi Eb Blk + Decal","Side Cover Lh Pd Khi Eb Blk + Decal","52PD0608","point_of_sale.00001","pos_category.2w","Storable Product","3620.0","3620.0","True","True","True"
"52PD0596","Side Cover Lh Pd Spicy Red + Decal","Side Cover Lh Pd Spicy Red + Decal","52PD0596","point_of_sale.00001","pos_category.2w","Storable Product","2540.0","2540.0","True","True","True"
"52JH0082","Side Cover Lh Pearl White With Decalc101","Side Cover Lh Pearl White With Decalc101","52JH0082","point_of_sale.00331","pos_category.2w","Storable Product","3220.0","3220.0","True","True","True"
"52JH0412","Side Cover Lh Saffire Blue Th Decal C101","Side Cover Lh Saffire Blue Th Decal C101","52JH0412","point_of_sale.00217","pos_category.2w","Storable Product","1780.0","1780.0","True","True","True"
"DK7301X3","Side Cover Lh Ug3 Ebony Black","Side Cover Lh Ug3 Ebony Black","DK7301X3","point_of_sale.00095","pos_category.2w","Storable Product","2450.0","2450.0","True","True","True"
"DK7301X4","Side Cover Lh Ug3 Fl Red","Side Cover Lh Ug3 Fl Red","DK7301X4","point_of_sale.00095","pos_category.2w","Storable Product","2180.0","2180.0","True","True","True"
"52PD0331","Side Cover Lh Vibrant Red","Side Cover Lh Vibrant Red","52PD0331","point_of_sale.00331","pos_category.2w","Storable Product","1310.0","1310.0","True","True","True"
"52JZ1811","Side Cover Lh Wh Eb.Blck Decal(D-125 Ug","Side Cover Lh Wh Eb.Blck Decal(D-125 Ug","52JZ1811","point_of_sale.00095","pos_category.2w","Storable Product","3110.0","3110.0","True","True","True"
"52DU0586","Side Cover Lh With Decal - Black Blue","Side Cover Lh With Decal - Black Blue","52DU0586","point_of_sale.00331","pos_category.2w","Storable Product","3420.0","3420.0","True","True","True"
"52DU0583","Side Cover Lh With Decal - Black Red","Side Cover Lh With Decal - Black Red","52DU0583","point_of_sale.00331","pos_category.2w","Storable Product","3660.0","3660.0","True","True","True"
"52DU0584","Side Cover Lh With Decal - Flame Red","Side Cover Lh With Decal - Flame Red","52DU0584","point_of_sale.00331","pos_category.2w","Storable Product","2960.0","2960.0","True","True","True"
"DS74033E","Side Cover Lh Painted Blue W Blue Decal New","Side Cover Lh Painted Blue W Blue Decal New","DS74033E","point_of_sale.00331","pos_category.2w","Storable Product","3055.0","3055.0","True","True","True"
"DS74033F","Side Cover Lh Painted Red W Red Decal New","Side Cover Lh Painted Red W Red Decal New","DS74033F","point_of_sale.00331","pos_category.2w","Storable Product","1185.0","1185.0","True","True","True"
"JW181204","Side Cover Rh","Side Cover Rh","JW181204","point_of_sale.00331","pos_category.2w","Storable Product","700.0","700.0","True","True","True"
"52JD0597","Side Cover Rh Assly Eb.Blk P135 Ug+Bs4","Side Cover Rh Assly Eb.Blk P135 Ug+Bs4","52JD0597","point_of_sale.00331","pos_category.2w","Storable Product","2830.0","2830.0","True","True","True"
"52JD0598","Side Cover Rh Assly Ro.Ble (P135 Ug+Bs4)","Side Cover Rh Assly Ro.Ble (P135 Ug+Bs4)","52JD0598","point_of_sale.00331","pos_category.2w","Storable Product","1650.0","1650.0","True","True","True"
"52JF0242","Side Cover Rh Assly Safire Blue K11 Ug","Side Cover Rh Assly Safire Blue K11 Ug","52JF0242","point_of_sale.00095","pos_category.2w","Storable Product","2310.0","2310.0","True","True","True"
"52DH2399","Side Cover Rh Asy Lime Green(Pulsar 150 Neon)","Side Cover Rh Asy Lime Green(Pulsar 150 Neon)","52DH2399","point_of_sale.00113","pos_category.2w","Storable Product","2660.0","2660.0","True","True","True"
"52DH2390","Side Cover Rh Asy Pasion Red(P150 Clasic","Side Cover Rh Asy Pasion Red(P150 Clasic","52DH2390","point_of_sale.00331","pos_category.2w","Storable Product","3000.0","3000.0","True","True","True"
"52DH2448","Side Cover Rh Asy Pla.Silver(P150 Clasic","Side Cover Rh Asy Pla.Silver(P150 Clasic","52DH2448","point_of_sale.00001","pos_category.2w","Storable Product","2910.0","2910.0","True","True","True"
"JK73024C","Side Cover Rh Black / Blue Decal","Side Cover Rh Black / Blue Decal","JK73024C","point_of_sale.00331","pos_category.2w","Storable Product","2280.0","2280.0","True","True","True"
"JK73024N","Side Cover Rh Black / Green Decal","Side Cover Rh Black / Green Decal","JK73024N","point_of_sale.00331","pos_category.2w","Storable Product","2990.0","2990.0","True","True","True"
"JK73024D","Side Cover Rh Black / Red Decal","Side Cover Rh Black / Red Decal","JK73024D","point_of_sale.00331","pos_category.2w","Storable Product","2190.0","2190.0","True","True","True"
