ID,Internal Reference,Point of Sale Category,Sales Price,Cost,Updated Sales Price,Updated Cost
point_of_sale.JG561013,JG561013,Bajaj / 2W,950.0,950.0,,
point_of_sale.BG551413,BG551413,Bajaj / 3W,950.0,950.0,,
point_of_sale.JY233123,JY233123,Bajaj / 2W,950.0,950.0,,
point_of_sale.AA101205,AA101205,Bajaj / 3W,950.0,950.0,,
point_of_sale.36DU4095,36DU4095,Bajaj / 2W,950.0,950.0,,
point_of_sale.BF551227,BF551227,Bajaj / QUTE,950.0,950.0,,
point_of_sale.36DU4086,36DU4086,Bajaj / 2W,950.0,950.0,,
point_of_sale.DU161293,DU161293,Bajaj / 2W,950.0,950.0,,
point_of_sale.36JZ0069,36JZ0069,Bajaj / 2W,950.0,950.0,,
point_of_sale.36DH4047,36DH4047,Bajaj / 2W,950.0,950.0,,
point_of_sale.JF561415,JF561415,Bajaj / 2W,950.0,950.0,,
point_of_sale.PA621005,PA621005,Bajaj / 2W,950.0,950.0,,
point_of_sale.SVA0005,SVA0005,Bajaj / 3W,950.0,950.0,,
point_of_sale.36DH1204,36DH1204,Bajaj / 2W,950.0,950.0,,
point_of_sale.DK201044,DK201044,Bajaj / 2W,950.0,950.0,,
point_of_sale.56JP14X3,56JP14X3,Bajaj / 2W,950.0,950.0,,
point_of_sale.56JP15X3,56JP15X3,Bajaj / 2W,950.0,950.0,,
point_of_sale.DU161287,DU161287,Bajaj / 2W,950.0,950.0,,
point_of_sale.JL581039,JL581039,Bajaj / 2W,950.0,950.0,,
point_of_sale.JK113006,JK113006,Bajaj / 2W,950.0,950.0,,
point_of_sale.JP231212,JP231212,Bajaj / 2W,950.0,950.0,,
point_of_sale.SVA0001,SVA0001,Bajaj / 3W,950.0,950.0,,
point_of_sale.PF541244,PF541244,Bajaj / 2W,950.0,950.0,,
point_of_sale.DP101018,DP101018,Bajaj / 2W,950.0,950.0,,
point_of_sale.36DJ4047,36DJ4047,Bajaj / 2W,950.0,950.0,,
point_of_sale.BA201082,BA201082,Bajaj / 3W,950.0,950.0,,
point_of_sale.52JN0008,52JN0008,Bajaj / 2W,950.0,950.0,,
point_of_sale.PF113009,PF113009,Bajaj / 2W,950.0,950.0,,
point_of_sale.DK181046,DK181046,Bajaj / 2W,945.0,945.0,,
point_of_sale.AL201118,AL201118,Bajaj / 3W,945.0,945.0,,
point_of_sale.YPA13018,YPA13018,Bajaj / 2W,945.0,945.0,,
point_of_sale.28141015,28141015,Bajaj / 3W,945.0,945.0,,
point_of_sale.CS101377,CS101377,Bajaj / 2W,945.0,945.0,,
point_of_sale.36DJ4093,36DJ4093,Bajaj / 2W,940.0,940.0,,
point_of_sale.39254220,39254220,Bajaj / 2W,940.0,940.0,,
point_of_sale.36PA0194,36PA0194,Bajaj / 2W,940.0,940.0,,
point_of_sale.36PA0170,36PA0170,Bajaj / 2W,940.0,940.0,,
point_of_sale.BF243050,BF243050,Bajaj / QUTE,940.0,940.0,,
point_of_sale.36DU1206,36DU1206,Bajaj / 2W,940.0,940.0,,
point_of_sale.DD181200,DD181200,Bajaj / 2W,940.0,940.0,,
point_of_sale.JL131001,JL131001,Bajaj / 2W,940.0,940.0,,
point_of_sale.36DK0182,36DK0182,Bajaj / 2W,940.0,940.0,,
point_of_sale.STDS1108,STDS1108,Bajaj / 2W,940.0,940.0,,
point_of_sale.24101416,24101416,Bajaj / 3W,940.0,940.0,,
point_of_sale.JD131601,JD131601,Bajaj / 2W,940.0,940.0,,
point_of_sale.AL161377,AL161377,Bajaj / 3W,940.0,940.0,,
point_of_sale.52AA0747,52AA0747,Bajaj / 3W,940.0,940.0,,
point_of_sale.39268720,39268720,Bajaj / 2W,940.0,940.0,,
point_of_sale.36PA0161,36PA0161,Bajaj / 2W,940.0,940.0,,
point_of_sale.DD161107,DD161107,Bajaj / 2W,940.0,940.0,,
point_of_sale.KPBF6304,KPBF6304,Bajaj / 2W,940.0,940.0,,
point_of_sale.DS191038,DS191038,Bajaj / 2W,940.0,940.0,,
point_of_sale.24131074,24131074,Bajaj / 3W,940.0,940.0,,
point_of_sale.36DF1000,36DF1000,Bajaj / 2W,940.0,940.0,,
point_of_sale.JZ561002,JZ561002,Bajaj / 2W,940.0,940.0,,
point_of_sale.JE551214,JE551214,Bajaj / 2W,940.0,940.0,,
point_of_sale.BF131856,BF131856,Bajaj / QUTE,940.0,940.0,,
point_of_sale.AL201100,AL201100,Bajaj / 3W,940.0,940.0,,
point_of_sale.DI3W050,DI3W050,Bajaj / 3W,938.0,938.0,,
point_of_sale.BA102220,BA102220,Bajaj / 3W,935.0,935.0,,
point_of_sale.15101163,15101163,Bajaj / 2W,935.0,935.0,,
point_of_sale.DT351802,DT351802,Bajaj / 2W,930.0,930.0,,
point_of_sale.JG551448,JG551448,Bajaj / 2W,930.0,930.0,,
point_of_sale.24181074,24181074,Bajaj / 3W,930.0,930.0,,
point_of_sale.AA201305,AA201305,Bajaj / 3W,930.0,930.0,,
point_of_sale.36JL0123,36JL0123,Bajaj / 2W,930.0,930.0,,
point_of_sale.JE551203,JE551203,Bajaj / 2W,930.0,930.0,,
point_of_sale.JY511248,JY511248,Bajaj / 2W,930.0,930.0,,
point_of_sale.DP221037,DP221037,Bajaj / 2W,930.0,930.0,,
point_of_sale.JB73093A,JB73093A,Bajaj / 2W,930.0,930.0,,
point_of_sale.36JL0132,36JL0132,Bajaj / 2W,930.0,930.0,,
point_of_sale.DU201050,DU201050,Bajaj / 2W,930.0,930.0,,
point_of_sale.36JH0018,36JH0018,Bajaj / 2W,930.0,930.0,,
point_of_sale.PF113002,PF113002,Bajaj / 2W,930.0,930.0,,
point_of_sale.YPA13015,YPA13015,Bajaj / 2W,930.0,930.0,,
point_of_sale.36DJ4048,36DJ4048,Bajaj / 2W,930.0,930.0,,
point_of_sale.BF601404,BF601404,Bajaj / QUTE,930.0,930.0,,
point_of_sale.YPA13006,YPA13006,Bajaj / 2W,930.0,930.0,,
point_of_sale.36DJ4063,36DJ4063,Bajaj / 2W,930.0,930.0,,
point_of_sale.JD181401,JD181401,Bajaj / 2W,930.0,930.0,,
point_of_sale.DU191041,DU191041,Bajaj / 2W,930.0,930.0,,
point_of_sale.JG113040,JG113040,Bajaj / 2W,930.0,930.0,,
point_of_sale.JY551212,JY551212,Bajaj / 2W,930.0,930.0,,
point_of_sale.03101201,03101201,Bajaj / 2W,930.0,930.0,,
point_of_sale.JF161202,JF161202,Bajaj / 2W,930.0,930.0,,
point_of_sale.DH102230,DH102230,Bajaj / 2W,930.0,930.0,,
point_of_sale.36DH4043,36DH4043,Bajaj / 2W,930.0,930.0,,
point_of_sale.DT181275,DT181275,Bajaj / 2W,930.0,930.0,,
point_of_sale.36PD0051,36PD0051,Bajaj / 2W,930.0,930.0,,
point_of_sale.BA133058,BA133058,Bajaj / 3W,930.0,930.0,,
point_of_sale.AB201077,AB201077,Bajaj / 3W,930.0,930.0,,
point_of_sale.31101139,31101139,Bajaj / 2W,930.0,930.0,,
point_of_sale.AL171045,AL171045,Bajaj / 3W,930.0,930.0,,
point_of_sale.31201090,31201090,Bajaj / 2W,930.0,930.0,,
point_of_sale.DF191041,DF191041,Bajaj / 2W,925.0,925.0,,
point_of_sale.31101235,31101235,Bajaj / 2W,925.0,925.0,,
point_of_sale.DF201043,DF201043,Bajaj / 2W,920.0,920.0,,
point_of_sale.JF231217,JF231217,Bajaj / 2W,920.0,920.0,,
point_of_sale.JH113019,JH113019,Bajaj / 2W,920.0,920.0,,
point_of_sale.JL511041,JL511041,Bajaj / 2W,920.0,920.0,,
point_of_sale.36JZ0130,36JZ0130,Bajaj / 2W,920.0,920.0,,
point_of_sale.PF113014,PF113014,Bajaj / 2W,920.0,920.0,,
point_of_sale.DV191007,DV191007,Bajaj / 2W,920.0,920.0,,
point_of_sale.36JK0050,36JK0050,Bajaj / 2W,920.0,920.0,,
point_of_sale.JA551202,JA551202,Bajaj / 2W,920.0,920.0,,
point_of_sale.DM101060,DM101060,Bajaj / 2W,920.0,920.0,,
point_of_sale.DU161232,DU161232,Bajaj / 2W,920.0,920.0,,
point_of_sale.52JF0302,52JF0302,Bajaj / 2W,920.0,920.0,,
point_of_sale.FA101286,FA101286,Bajaj / 2W,920.0,920.0,,
point_of_sale.DS161065,DS161065,Bajaj / 2W,920.0,920.0,,
point_of_sale.DH101024,DH101024,Bajaj / 2W,920.0,920.0,,
point_of_sale.JH113403,JH113403,Bajaj / 2W,920.0,920.0,,
point_of_sale.52JF0297,52JF0297,Bajaj / 2W,920.0,920.0,,
point_of_sale.AA141125,AA141125,Bajaj / 3W,920.0,920.0,,
point_of_sale.DS74143E,DS74143E,Bajaj / 2W,915.0,915.0,,
point_of_sale.JD171063,JD171063,Bajaj / 2W,910.0,910.0,,
point_of_sale.DJ201180,DJ201180,Bajaj / 2W,910.0,910.0,,
point_of_sale.AN101010,AN101010,Bajaj / 3W,910.0,910.0,,
point_of_sale.JB551405,JB551405,Bajaj / 2W,910.0,910.0,,
point_of_sale.16121006,16121006,Bajaj / 2W,910.0,910.0,,
point_of_sale.DT561409,DT561409,Bajaj / 2W,910.0,910.0,,
point_of_sale.JL601000,JL601000,Bajaj / 2W,910.0,910.0,,
point_of_sale.JY233125,JY233125,Bajaj / 2W,910.0,910.0,,
point_of_sale.BF184620,BF184620,Bajaj / QUTE,910.0,910.0,,
point_of_sale.JW181201,JW181201,Bajaj / 2W,910.0,910.0,,
point_of_sale.DK101630,DK101630,Bajaj / 2W,910.0,910.0,,
point_of_sale.36JF0005,36JF0005,Bajaj / 2W,910.0,910.0,,
point_of_sale.GF191020,GF191020,Bajaj / 2W,910.0,910.0,,
point_of_sale.PA171607,PA171607,Bajaj / 2W,900.0,900.0,,
point_of_sale.BF243073,BF243073,Bajaj / QUTE,900.0,900.0,,
point_of_sale.DZ201025,DZ201025,Bajaj / 2W,900.0,900.0,,
point_of_sale.JD233000,JD233000,Bajaj / 2W,900.0,900.0,,
point_of_sale.AZ111154,AZ111154,Bajaj / 3W,900.0,900.0,,
point_of_sale.JZ351213,JZ351213,Bajaj / 2W,900.0,900.0,,
point_of_sale.DK191011,DK191011,Bajaj / 2W,900.0,900.0,,
point_of_sale.BF247032,BF247032,Bajaj / QUTE,900.0,900.0,,
point_of_sale.JZ151011,JZ151011,Bajaj / 2W,900.0,900.0,,
point_of_sale.BG581401,BG581401,Bajaj / 3W,900.0,900.0,,
point_of_sale.DH102092,DH102092,Bajaj / 2W,900.0,900.0,,
point_of_sale.JD233001,JD233001,Bajaj / 2W,900.0,900.0,,
point_of_sale.DX121007,DX121007,Bajaj / 2W,900.0,900.0,,
point_of_sale.36PF0101,36PF0101,Bajaj / 2W,900.0,900.0,,
point_of_sale.36PF0100,36PF0100,Bajaj / 2W,900.0,900.0,,
point_of_sale.36PF0099,36PF0099,Bajaj / 2W,900.0,900.0,,
point_of_sale.BF243061,BF243061,Bajaj / QUTE,900.0,900.0,,
point_of_sale.JL231213,JL231213,Bajaj / 2W,900.0,900.0,,
point_of_sale.DI2W051,DI2W051,Bajaj / 2W,900.0,900.0,,
point_of_sale.DJ201087,DJ201087,Bajaj / 2W,900.0,900.0,,
point_of_sale.JB73103A,JB73103A,Bajaj / 2W,900.0,900.0,,
point_of_sale.JE581423,JE581423,Bajaj / 2W,900.0,900.0,,
point_of_sale.JG131224,JG131224,Bajaj / 2W,900.0,900.0,,
point_of_sale.31101192,31101192,Bajaj / 2W,900.0,900.0,,
point_of_sale.BF243057,BF243057,Bajaj / QUTE,900.0,900.0,,
point_of_sale.AA231306,AA231306,Bajaj / 3W,900.0,900.0,,
point_of_sale.YJL04004,YJL04004,Bajaj / 2W,900.0,900.0,,
point_of_sale.36JL0030,36JL0030,Bajaj / 2W,900.0,900.0,,
point_of_sale.36JF0010,36JF0010,Bajaj / 2W,900.0,900.0,,
point_of_sale.BF243074,BF243074,Bajaj / QUTE,900.0,900.0,,
point_of_sale.JP231202,JP231202,Bajaj / 2W,900.0,900.0,,
point_of_sale.KPBC6004,KPBC6004,Bajaj / 2W,900.0,900.0,,
point_of_sale.36JY0180,36JY0180,Bajaj / 2W,900.0,900.0,,
point_of_sale.PF161213,PF161213,Bajaj / 2W,900.0,900.0,,
point_of_sale.JD171030,JD171030,Bajaj / 2W,900.0,900.0,,
point_of_sale.JG591038,JG591038,Bajaj / 2W,900.0,900.0,,
point_of_sale.AN101418,AN101418,Bajaj / 3W,900.0,900.0,,
point_of_sale.AA101496,AA101496,Bajaj / 3W,900.0,900.0,,
point_of_sale.DI2W050,DI2W050,Bajaj / 2W,900.0,900.0,,
point_of_sale.TE006304,TE006304,Bajaj / 2W,900.0,900.0,,
point_of_sale.JK402409,JK402409,Bajaj / 2W,895.0,895.0,,
point_of_sale.BA191012,BA191012,Bajaj / 3W,895.0,895.0,,
point_of_sale.STDU1000,STDU1000,Bajaj / 2W,893.0,893.0,,
point_of_sale.STDU1001,STDU1001,Bajaj / 2W,893.0,893.0,,
point_of_sale.DT611208,DT611208,Bajaj / 2W,890.0,890.0,,
point_of_sale.JD151034,JD151034,Bajaj / 2W,890.0,890.0,,
point_of_sale.BF182697,BF182697,Bajaj / 2W,890.0,890.0,,
point_of_sale.BF182694,BF182694,Bajaj / QUTE,890.0,890.0,,
point_of_sale.JA531010,JA531010,Bajaj / 2W,890.0,890.0,,
point_of_sale.DZ221006,DZ221006,Bajaj / 2W,890.0,890.0,,
point_of_sale.24191072,24191072,Bajaj / 3W,890.0,890.0,,
point_of_sale.DU101401,DU101401,Bajaj / 2W,890.0,890.0,,
point_of_sale.36PF0023,36PF0023,Bajaj / 2W,890.0,890.0,,
point_of_sale.AB151055,AB151055,Bajaj / 3W,890.0,890.0,,
point_of_sale.DH73022V,DH73022V,Bajaj / 2W,890.0,890.0,,
point_of_sale.BF511288,BF511288,Bajaj / QUTE,890.0,890.0,,
point_of_sale.36JZ0153,36JZ0153,Bajaj / 2W,890.0,890.0,,
point_of_sale.59200028,59200028,Bajaj / 2W,890.0,890.0,,
point_of_sale.JL181017,JL181017,Bajaj / 2W,890.0,890.0,,
point_of_sale.DT131207,DT131207,Bajaj / 2W,890.0,890.0,,
point_of_sale.AL161249,AL161249,Bajaj / 3W,890.0,890.0,,
point_of_sale.36JL0053,36JL0053,Bajaj / 2W,890.0,890.0,,
point_of_sale.JZ113011,JZ113011,Bajaj / 2W,890.0,890.0,,
point_of_sale.36JL0052,36JL0052,Bajaj / 2W,890.0,890.0,,
point_of_sale.DD191069,DD191069,Bajaj / 2W,890.0,890.0,,
point_of_sale.DU191024,DU191024,Bajaj / 2W,890.0,890.0,,
point_of_sale.PF402405,PF402405,Bajaj / 2W,890.0,890.0,,
point_of_sale.PA402415,PA402415,Bajaj / 2W,890.0,890.0,,
point_of_sale.BF351235,BF351235,Bajaj / QUTE,890.0,890.0,,
point_of_sale.BF182270,BF182270,Bajaj / QUTE,890.0,890.0,,
point_of_sale.JZ113056,JZ113056,Bajaj / 2W,890.0,890.0,,
point_of_sale.JP231203,JP231203,Bajaj / 2W,890.0,890.0,,
point_of_sale.PF181232,PF181232,Bajaj / 2W,890.0,890.0,,
point_of_sale.BB221003,BB221003,Bajaj / 3W,890.0,890.0,,
point_of_sale.36JK0049,36JK0049,Bajaj / 2W,880.0,880.0,,
point_of_sale.JL113007,JL113007,Bajaj / 2W,880.0,880.0,,
point_of_sale.AA221023,AA221023,Bajaj / 3W,880.0,880.0,,
point_of_sale.DJ161218,DJ161218,Bajaj / 2W,880.0,880.0,,
point_of_sale.PD351222,PD351222,Bajaj / 2W,880.0,880.0,,
point_of_sale.36DK0011,36DK0011,Bajaj / 2W,880.0,880.0,,
point_of_sale.JY233190,JY233190,Bajaj / 2W,880.0,880.0,,
point_of_sale.JH151007,JH151007,Bajaj / 2W,880.0,880.0,,
point_of_sale.24201303,24201303,Bajaj / 3W,880.0,880.0,,
point_of_sale.DS161064,DS161064,Bajaj / 2W,880.0,880.0,,
point_of_sale.DP201003,DP201003,Bajaj / 2W,880.0,880.0,,
point_of_sale.JL122008,JL122008,Bajaj / 2W,880.0,880.0,,
point_of_sale.36JF0044,36JF0044,Bajaj / 2W,880.0,880.0,,
point_of_sale.36JK0054,36JK0054,Bajaj / 2W,880.0,880.0,,
point_of_sale.AN101431,AN101431,Bajaj / 3W,880.0,880.0,,
point_of_sale.GF201016,GF201016,Bajaj / 2W,880.0,880.0,,
point_of_sale.36JK0053,36JK0053,Bajaj / 2W,880.0,880.0,,
point_of_sale.36JK0048,36JK0048,Bajaj / 2W,880.0,880.0,,
point_of_sale.JB581404,JB581404,Bajaj / 2W,880.0,880.0,,
point_of_sale.36JK0051,36JK0051,Bajaj / 2W,880.0,880.0,,
point_of_sale.BF351233,BF351233,Bajaj / QUTE,880.0,880.0,,
point_of_sale.PA621007,PA621007,Bajaj / 2W,880.0,880.0,,
point_of_sale.DM191017,DM191017,Bajaj / 2W,880.0,880.0,,
point_of_sale.JL181019,JL181019,Bajaj / 2W,880.0,880.0,,
point_of_sale.JL181229,JL181229,Bajaj / 2W,880.0,880.0,,
point_of_sale.36JW0007,36JW0007,Bajaj / 2W,880.0,880.0,,
point_of_sale.36241011,36241011,Bajaj / 3W,880.0,880.0,,
point_of_sale.JL113201,JL113201,Bajaj / 2W,880.0,880.0,,
point_of_sale.JL531203,JL531203,Bajaj / 2W,880.0,880.0,,
point_of_sale.DI2W028,DI2W028,Bajaj / 2W,875.0,875.0,,
point_of_sale.DI3W069,DI3W069,Bajaj / 3W,875.0,875.0,,
point_of_sale.DI2W053,DI2W053,Bajaj / 2W,875.0,875.0,,
point_of_sale.DI2W043,DI2W043,Bajaj / 2W,875.0,875.0,,
point_of_sale.DP191026,DP191026,Bajaj / 2W,875.0,875.0,,
point_of_sale.JE351400,JE351400,Bajaj / 2W,870.0,870.0,,
point_of_sale.JY232603,JY232603,Bajaj / 2W,870.0,870.0,,
point_of_sale.AA251001,AA251001,Bajaj / 3W,870.0,870.0,,
point_of_sale.36DS1001,36DS1001,Bajaj / 2W,870.0,870.0,,
point_of_sale.DT181244,DT181244,Bajaj / 2W,870.0,870.0,,
point_of_sale.JL401402,JL401402,Bajaj / 2W,870.0,870.0,,
point_of_sale.BF511296,BF511296,Bajaj / QUTE,870.0,870.0,,
point_of_sale.JA621002,JA621002,Bajaj / 2W,870.0,870.0,,
point_of_sale.JE551216,JE551216,Bajaj / 2W,870.0,870.0,,
point_of_sale.56JF14W3,56JF14W3,Bajaj / 2W,870.0,870.0,,
point_of_sale.JD561005,JD561005,Bajaj / 2W,870.0,870.0,,
point_of_sale.DS191036,DS191036,Bajaj / 2W,870.0,870.0,,
point_of_sale.DS151023,DS151023,Bajaj / 2W,870.0,870.0,,
point_of_sale.JM221003,JM221003,Bajaj / 2W,870.0,870.0,,
point_of_sale.24141184,24141184,Bajaj / 3W,870.0,870.0,,
point_of_sale.JZ181419,JZ181419,Bajaj / 2W,870.0,870.0,,
point_of_sale.AF201089,AF201089,Bajaj / 3W,870.0,870.0,,
point_of_sale.YPF19007,YPF19007,Bajaj / 2W,870.0,870.0,,
point_of_sale.JB731022,JB731022,Bajaj / 2W,870.0,870.0,,
point_of_sale.JF531021,JF531021,Bajaj / 2W,870.0,870.0,,
point_of_sale.DY161201,DY161201,Bajaj / 2W,870.0,870.0,,
point_of_sale.STDU181097,STDU181097,Bajaj / 2W,862.0,862.0,,
point_of_sale.STDU181096,STDU181096,Bajaj / 2W,862.0,862.0,,
point_of_sale.JG113039,JG113039,Bajaj / 2W,860.0,860.0,,
point_of_sale.36JD0049,36JD0049,Bajaj / 2W,860.0,860.0,,
point_of_sale.59200006,59200006,Bajaj / 2W,860.0,860.0,,
point_of_sale.JB581202,JB581202,Bajaj / 3W,860.0,860.0,,
point_of_sale.PD113001,PD113001,Bajaj / 2W,860.0,860.0,,
point_of_sale.PD351235,PD351235,Bajaj / 2W,860.0,860.0,,
point_of_sale.JB181401,JB181401,Bajaj / 2W,860.0,860.0,,
point_of_sale.JA541214,JA541214,Bajaj / 2W,860.0,860.0,,
point_of_sale.AP201115,AP201115,Bajaj / 3W,860.0,860.0,,
point_of_sale.36JD0005,36JD0005,Bajaj / 2W,860.0,860.0,,
point_of_sale.36DU1000,36DU1000,Bajaj / 2W,860.0,860.0,,
point_of_sale.BA181021,BA181021,Bajaj / 3W,860.0,860.0,,
point_of_sale.JD171064,JD171064,Bajaj / 2W,860.0,860.0,,
point_of_sale.36PA0015,36PA0015,Bajaj / 2W,860.0,860.0,,
point_of_sale.36JK0027,36JK0027,Bajaj / 2W,860.0,860.0,,
point_of_sale.AA151052,AA151052,Bajaj / 3W,860.0,860.0,,
point_of_sale.22230635,22230635,Bajaj / 3W,860.0,860.0,,
point_of_sale.36DJ4031,36DJ4031,Bajaj / 2W,860.0,860.0,,
point_of_sale.DM121040,DM121040,Bajaj / 2W,860.0,860.0,,
point_of_sale.GF101155,GF101155,Bajaj / 2W,860.0,860.0,,
point_of_sale.DS181071,DS181071,Bajaj / 2W,860.0,860.0,,
point_of_sale.AP161080,AP161080,Bajaj / 3W,860.0,860.0,,
point_of_sale.36DH4038,36DH4038,Bajaj / 2W,860.0,860.0,,
point_of_sale.PD351237,PD351237,Bajaj / 2W,860.0,860.0,,
point_of_sale.BA201025,BA201025,Bajaj / 3W,855.0,855.0,,
point_of_sale.DK181047,DK181047,Bajaj / 2W,855.0,855.0,,
point_of_sale.22150507,22150507,Bajaj / 3W,850.0,850.0,,
point_of_sale.36DH4106,36DH4106,Bajaj / 2W,850.0,850.0,,
point_of_sale.DJ141072,DJ141072,Bajaj / 2W,850.0,850.0,,
point_of_sale.DZ201027,DZ201027,Bajaj / 2W,850.0,850.0,,
point_of_sale.AB171009,AB171009,Bajaj / 3W,850.0,850.0,,
point_of_sale.BF171827,BF171827,Bajaj / QUTE,850.0,850.0,,
point_of_sale.36JP0028,36JP0028,Bajaj / 2W,850.0,850.0,,
point_of_sale.STPA0039,STPA0039,Bajaj / 2W,850.0,850.0,,
point_of_sale.PD232603,PD232603,Bajaj / 2W,850.0,850.0,,
point_of_sale.BF243063,BF243063,Bajaj / QUTE,850.0,850.0,,
point_of_sale.JL161205,JL161205,Bajaj / 2W,850.0,850.0,,
point_of_sale.JL351800,JL351800,Bajaj / 2W,850.0,850.0,,
point_of_sale.JB541218,JB541218,Bajaj / 2W,850.0,850.0,,
point_of_sale.PF541263,PF541263,Bajaj / 2W,850.0,850.0,,
point_of_sale.DS111029,DS111029,Bajaj / 2W,850.0,850.0,,
point_of_sale.BB131136,BB131136,Bajaj / 3W,850.0,850.0,,
point_of_sale.KPAC6205,KPAC6205,Bajaj / 2W,850.0,850.0,,
point_of_sale.JZ541255,JZ541255,Bajaj / 2W,850.0,850.0,,
point_of_sale.JU511205,JU511205,Bajaj / 2W,850.0,850.0,,
point_of_sale.STPA0040,STPA0040,Bajaj / 2W,850.0,850.0,,
point_of_sale.JZ113049,JZ113049,Bajaj / 2W,850.0,850.0,,
point_of_sale.STJZ0011,STJZ0011,Bajaj / 2W,850.0,850.0,,
point_of_sale.DH201096,DH201096,Bajaj / 2W,850.0,850.0,,
point_of_sale.JH161035,JH161035,Bajaj / 2W,850.0,850.0,,
point_of_sale.DD201135,DD201135,Bajaj / 2W,850.0,850.0,,
point_of_sale.DZ161042,DZ161042,Bajaj / 2W,850.0,850.0,,
point_of_sale.36JF0016,36JF0016,Bajaj / 2W,850.0,850.0,,
point_of_sale.36PF0096,36PF0096,Bajaj / 2W,850.0,850.0,,
point_of_sale.JZ113062,JZ113062,Bajaj / 2W,850.0,850.0,,
point_of_sale.PF161226,PF161226,Bajaj / 2W,850.0,850.0,,
point_of_sale.JL131928,JL131928,Bajaj / 2W,850.0,850.0,,
point_of_sale.JW561205,JW561205,Bajaj / 2W,850.0,850.0,,
point_of_sale.STJZ0006,STJZ0006,Bajaj / 2W,850.0,850.0,,
point_of_sale.15101011,15101011,Bajaj / 3W,850.0,850.0,,
point_of_sale.GF101071,GF101071,Bajaj / 2W,850.0,850.0,,
point_of_sale.PA113417,PA113417,Bajaj / 2W,850.0,850.0,,
point_of_sale.BA102079,BA102079,Bajaj / 3W,850.0,850.0,,
point_of_sale.BF243064,BF243064,Bajaj / QUTE,850.0,850.0,,
point_of_sale.STJZ0005,STJZ0005,Bajaj / 2W,850.0,850.0,,
point_of_sale.36JG0083,36JG0083,Bajaj / 2W,850.0,850.0,,
point_of_sale.JY181405,JY181405,Bajaj / 2W,850.0,850.0,,
point_of_sale.36PA0189,36PA0189,Bajaj / 2W,850.0,850.0,,
point_of_sale.PA161222,PA161222,Bajaj / 2W,850.0,850.0,,
point_of_sale.DH101376,DH101376,Bajaj / 2W,850.0,850.0,,
point_of_sale.STJZ0012,STJZ0012,Bajaj / 2W,850.0,850.0,,
point_of_sale.05191001,05191001,Bajaj / 2W,845.0,845.0,,
point_of_sale.DS151053,DS151053,Bajaj / 2W,845.0,845.0,,
point_of_sale.BF581059,BF581059,Bajaj / QUTE,840.0,840.0,,
point_of_sale.PA581409,PA581409,Bajaj / 2W,840.0,840.0,,
point_of_sale.JF231216,JF231216,Bajaj / 2W,840.0,840.0,,
point_of_sale.PA402418,PA402418,Bajaj / 2W,840.0,840.0,,
point_of_sale.DD151015,DD151015,Bajaj / 2W,840.0,840.0,,
point_of_sale.DK101566,DK101566,Bajaj / 2W,840.0,840.0,,
point_of_sale.JG531027,JG531027,Bajaj / 2W,840.0,840.0,,
point_of_sale.JL161008,JL161008,Bajaj / 2W,840.0,840.0,,
point_of_sale.06150304,06150304,Bajaj / 2W,840.0,840.0,,
point_of_sale.36JZ0057,36JZ0057,Bajaj / 2W,840.0,840.0,,
point_of_sale.DS101024,DS101024,Bajaj / 2W,840.0,840.0,,
point_of_sale.DS221003,DS221003,Bajaj / 2W,840.0,840.0,,
point_of_sale.BA191019,BA191019,Bajaj / 3W,840.0,840.0,,
point_of_sale.39143020,39143020,Bajaj / 3W,840.0,840.0,,
point_of_sale.15151066,15151066,Bajaj / 2W,840.0,840.0,,
point_of_sale.JA402202,JA402202,Bajaj / 2W,840.0,840.0,,
point_of_sale.YDH13001,YDH13001,Bajaj / 2W,840.0,840.0,,
point_of_sale.36DJ4075,36DJ4075,Bajaj / 2W,840.0,840.0,,
point_of_sale.PA113416,PA113416,Bajaj / 2W,840.0,840.0,,
point_of_sale.PA113041,PA113041,Bajaj / 2W,840.0,840.0,,
point_of_sale.36BF0004,36BF0004,Bajaj / QUTE,840.0,840.0,,
point_of_sale.AZ591015,AZ591015,Bajaj / 3W,840.0,840.0,,
point_of_sale.JL181209,JL181209,Bajaj / 2W,840.0,840.0,,
point_of_sale.GF201051,GF201051,Bajaj / 2W,840.0,840.0,,
point_of_sale.AA191101,AA191101,Bajaj / 3W,840.0,840.0,,
point_of_sale.36JD0052,36JD0052,Bajaj / 2W,840.0,840.0,,
point_of_sale.JG511257,JG511257,Bajaj / 2W,840.0,840.0,,
point_of_sale.DM161054,DM161054,Bajaj / 2W,830.0,830.0,,
point_of_sale.DM141042,DM141042,Bajaj / 2W,830.0,830.0,,
point_of_sale.DK141005,DK141005,Bajaj / 2W,830.0,830.0,,
point_of_sale.DM221009,DM221009,Bajaj / 2W,830.0,830.0,,
point_of_sale.DS201072,DS201072,Bajaj / 2W,830.0,830.0,,
point_of_sale.DM141040,DM141040,Bajaj / 2W,830.0,830.0,,
point_of_sale.DM141041,DM141041,Bajaj / 2W,830.0,830.0,,
point_of_sale.52JH5506,52JH5506,Bajaj / 2W,830.0,830.0,,
point_of_sale.DU161219,DU161219,Bajaj / 2W,830.0,830.0,,
point_of_sale.DM141038,DM141038,Bajaj / 2W,830.0,830.0,,
point_of_sale.PF231600,PF231600,Bajaj / 2W,830.0,830.0,,
