ID,Internal Reference,Point of Sale Category,Sales Price,Cost,Updated Sales Price,Updated Cost
point_of_sale.DZ151020,DZ151020,Bajaj / 2W,260.0,260.0,,
point_of_sale.JH233071,JH233071,Bajaj / 2W,260.0,260.0,,
point_of_sale.36PF0018,36PF0018,Bajaj / 2W,260.0,260.0,,
point_of_sale.JF401802,JF401802,Bajaj / 2W,260.0,260.0,,
point_of_sale.JH233064,JH233064,Bajaj / 2W,260.0,260.0,,
point_of_sale.DP101171,DP101171,Bajaj / 2W,260.0,260.0,,
point_of_sale.DT551408,DT551408,Bajaj / 2W,260.0,260.0,,
point_of_sale.DZ171009,DZ171009,Bajaj / 2W,260.0,260.0,,
point_of_sale.AA201380,AA201380,Bajaj / 3W,260.0,260.0,,
point_of_sale.JE541211,JE541211,Bajaj / 2W,260.0,260.0,,
point_of_sale.24231726,24231726,Bajaj / 3W,260.0,260.0,,
point_of_sale.DP101155,DP101155,Bajaj / 2W,260.0,260.0,,
point_of_sale.DT171847,DT171847,Bajaj / 2W,260.0,260.0,,
point_of_sale.JH233078,JH233078,Bajaj / 2W,260.0,260.0,,
point_of_sale.24191080,24191080,Bajaj / 3W,260.0,260.0,,
point_of_sale.DT232605,DT232605,Bajaj / 2W,260.0,260.0,,
point_of_sale.BF551043,BF551043,Bajaj / QUTE,260.0,260.0,,
point_of_sale.DK101635,DK101635,Bajaj / 2W,260.0,260.0,,
point_of_sale.24120502,24120502,Bajaj / 3W,260.0,260.0,,
point_of_sale.JH233065,JH233065,Bajaj / 2W,260.0,260.0,,
point_of_sale.DP121020,DP121020,Bajaj / 2W,260.0,260.0,,
point_of_sale.JB131022,JB131022,Bajaj / 2W,260.0,260.0,,
point_of_sale.JL113803,JL113803,Bajaj / 2W,260.0,260.0,,
point_of_sale.BF122111,BF122111,Bajaj / QUTE,260.0,260.0,,
point_of_sale.JL571001,JL571001,Bajaj / 2W,260.0,260.0,,
point_of_sale.JY551010,JY551010,Bajaj / 2W,260.0,260.0,,
point_of_sale.JK122011,JK122011,Bajaj / 2W,260.0,260.0,,
point_of_sale.BH551416,BH551416,Bajaj / QUTE,260.0,260.0,,
point_of_sale.24161415,24161415,Bajaj / 3W,260.0,260.0,,
point_of_sale.06191097,06191097,Bajaj / 2W,260.0,260.0,,
point_of_sale.FD121025,FD121025,Bajaj / 2W,260.0,260.0,,
point_of_sale.28101048,28101048,Bajaj / 2W,260.0,260.0,,
point_of_sale.AN161074,AN161074,Bajaj / 3W,260.0,260.0,,
point_of_sale.BF541043,BF541043,Bajaj / QUTE,260.0,260.0,,
point_of_sale.24121332,24121332,Bajaj / 3W,260.0,260.0,,
point_of_sale.DK181031,DK181031,Bajaj / 2W,260.0,260.0,,
point_of_sale.JG131822,JG131822,Bajaj / 2W,260.0,260.0,,
point_of_sale.DJ181034,DJ181034,Bajaj / 2W,260.0,260.0,,
point_of_sale.JV181410,JV181410,Bajaj / 2W,260.0,260.0,,
point_of_sale.14181010,14181010,Bajaj / 2W,260.0,260.0,,
point_of_sale.DM161028,DM161028,Bajaj / 2W,260.0,260.0,,
point_of_sale.BF551446,BF551446,Bajaj / QUTE,260.0,260.0,,
point_of_sale.PD551439,PD551439,Bajaj / 2W,260.0,260.0,,
point_of_sale.JZ113035,JZ113035,Bajaj / 2W,260.0,260.0,,
point_of_sale.JB551406,JB551406,Bajaj / 2W,260.0,260.0,,
point_of_sale.JH131803,JH131803,Bajaj / 2W,260.0,260.0,,
point_of_sale.24121120,24121120,Bajaj / 3W,260.0,260.0,,
point_of_sale.FD181023,FD181023,Bajaj / 2W,255.0,255.0,,
point_of_sale.DM121039,DM121039,Bajaj / 2W,255.0,255.0,,
point_of_sale.DJ201074,DJ201074,Bajaj / 2W,250.0,250.0,,
point_of_sale.BF561018,BF561018,Bajaj / QUTE,250.0,250.0,,
point_of_sale.06201024,06201024,Bajaj / 2W,250.0,250.0,,
point_of_sale.JY131201,JY131201,Bajaj / 2W,250.0,250.0,,
point_of_sale.36JK0020,36JK0020,Bajaj / 2W,250.0,250.0,,
point_of_sale.BA201029,BA201029,Bajaj / 3W,250.0,250.0,,
point_of_sale.24251010,24251010,Bajaj / 3W,250.0,250.0,,
point_of_sale.JF561418,JF561418,Bajaj / 2W,250.0,250.0,,
point_of_sale.JH113800,JH113800,Bajaj / 2W,250.0,250.0,,
point_of_sale.JY551027,JY551027,Bajaj / 2W,250.0,250.0,,
point_of_sale.JL233311,JL233311,Bajaj / 2W,250.0,250.0,,
point_of_sale.36JK0026,36JK0026,Bajaj / 2W,250.0,250.0,,
point_of_sale.DS101276,DS101276,Bajaj / 2W,250.0,250.0,,
point_of_sale.05191024,05191024,Bajaj / 2W,250.0,250.0,,
point_of_sale.AA191003,AA191003,Bajaj / 3W,250.0,250.0,,
point_of_sale.DP191002,DP191002,Bajaj / 2W,250.0,250.0,,
point_of_sale.JG541021,JG541021,Bajaj / 2W,250.0,250.0,,
point_of_sale.DK121041,DK121041,Bajaj / 2W,250.0,250.0,,
point_of_sale.BB103389,BB103389,Bajaj / 3W,250.0,250.0,,
point_of_sale.16201052,16201052,Bajaj / 2W,250.0,250.0,,
point_of_sale.DI3W013,DI3W013,Bajaj / 3W,250.0,250.0,,
point_of_sale.LAD00171,LAD00171,Bajaj / 2W,250.0,250.0,,
point_of_sale.DI3W054,DI3W054,Bajaj / 3W,250.0,250.0,,
point_of_sale.BF551449,BF551449,Bajaj / QUTE,250.0,250.0,,
point_of_sale.DH010186,DH010186,Bajaj / 2W,250.0,250.0,,
point_of_sale.JL511221,JL511221,Bajaj / 2W,250.0,250.0,,
point_of_sale.STJD0012,STJD0012,Bajaj / 2W,250.0,250.0,,
point_of_sale.DU121015,DU121015,Bajaj / 2W,250.0,250.0,,
point_of_sale.JL171030,JL171030,Bajaj / 2W,250.0,250.0,,
point_of_sale.PD582400,PD582400,Bajaj / 2W,250.0,250.0,,
point_of_sale.DH101503,DH101503,Bajaj / 2W,250.0,250.0,,
point_of_sale.DI3W061,DI3W061,Bajaj / 3W,250.0,250.0,,
point_of_sale.PF161001,PF161001,Bajaj / 2W,250.0,250.0,,
point_of_sale.JL171031,JL171031,Bajaj / 2W,250.0,250.0,,
point_of_sale.DK151033,DK151033,Bajaj / 2W,250.0,250.0,,
point_of_sale.JF131016,JF131016,Bajaj / 2W,250.0,250.0,,
point_of_sale.DH191005,DH191005,Bajaj / 2W,250.0,250.0,,
point_of_sale.DE151043,DE151043,Bajaj / 2W,250.0,250.0,,
point_of_sale.GH191018,GH191018,Bajaj / 2W,250.0,250.0,,
point_of_sale.JL541231,JL541231,Bajaj / 2W,250.0,250.0,,
point_of_sale.DJ121052,DJ121052,Bajaj / 2W,250.0,250.0,,
point_of_sale.DH101116,DH101116,Bajaj / 2W,250.0,250.0,,
point_of_sale.BB103058,BB103058,Bajaj / 3W,250.0,250.0,,
point_of_sale.36JF0205,36JF0205,Bajaj / 2W,250.0,250.0,,
point_of_sale.DZ101044,DZ101044,Bajaj / 2W,250.0,250.0,,
point_of_sale.DI3W045,DI3W045,Bajaj / 3W,250.0,250.0,,
point_of_sale.31151014,31151014,Bajaj / 2W,250.0,250.0,,
point_of_sale.DS151042,DS151042,Bajaj / 2W,250.0,250.0,,
point_of_sale.JL111102,JL111102,Bajaj / 2W,250.0,250.0,,
point_of_sale.DV181003,DV181003,Bajaj / 2W,250.0,250.0,,
point_of_sale.JH171019,JH171019,Bajaj / 2W,250.0,250.0,,
point_of_sale.22170403,22170403,Bajaj / 3W,250.0,250.0,,
point_of_sale.JE581224,JE581224,Bajaj / 2W,250.0,250.0,,
point_of_sale.GF101075,GF101075,Bajaj / 2W,250.0,250.0,,
point_of_sale.LPB00009,LPB00009,Bajaj / QUTE,250.0,250.0,,
point_of_sale.DI3W019,DI3W019,Bajaj / 3W,250.0,250.0,,
point_of_sale.BF161186,BF161186,Bajaj / QUTE,250.0,250.0,,
point_of_sale.DT131214,DT131214,Bajaj / 2W,250.0,250.0,,
point_of_sale.JL581015,JL581015,Bajaj / 2W,250.0,250.0,,
point_of_sale.31161136,31161136,Bajaj / 2W,250.0,250.0,,
point_of_sale.PF511021,PF511021,Bajaj / 2W,250.0,250.0,,
point_of_sale.JL401801,JL401801,Bajaj / 2W,250.0,250.0,,
point_of_sale.DG101187,DG101187,Bajaj / 2W,250.0,250.0,,
point_of_sale.AA191012,AA191012,Bajaj / 3W,250.0,250.0,,
point_of_sale.DS151096,DS151096,Bajaj / 2W,250.0,250.0,,
point_of_sale.DF161252,DF161252,Bajaj / 2W,250.0,250.0,,
point_of_sale.JU181409,JU181409,Bajaj / 2W,250.0,250.0,,
point_of_sale.JL601216,JL601216,Bajaj / 2W,250.0,250.0,,
point_of_sale.DI3W075,DI3W075,Bajaj / 3W,250.0,250.0,,
point_of_sale.06191077,06191077,Bajaj / 2W,250.0,250.0,,
point_of_sale.JP181233,JP181233,Bajaj / 2W,250.0,250.0,,
point_of_sale.DG101237,DG101237,Bajaj / 2W,245.0,245.0,,
point_of_sale.DK161159,DK161159,Bajaj / 2W,245.0,245.0,,
point_of_sale.03120210,03120210,Bajaj / 3W,245.0,245.0,,
point_of_sale.AA141081,AA141081,Bajaj / 3W,240.0,240.0,,
point_of_sale.JU181200,JU181200,Bajaj / 2W,240.0,240.0,,
point_of_sale.JC101040,JC101040,Bajaj / 2W,240.0,240.0,,
point_of_sale.DK151090,DK151090,Bajaj / 2W,240.0,240.0,,
point_of_sale.DS101351,DS101351,Bajaj / 2W,240.0,240.0,,
point_of_sale.24190217,24190217,Bajaj / 3W,240.0,240.0,,
point_of_sale.JG401027,JG401027,Bajaj / 2W,240.0,240.0,,
point_of_sale.36DK0010,36DK0010,Bajaj / 2W,240.0,240.0,,
point_of_sale.BH402220,BH402220,Bajaj / 3W,240.0,240.0,,
point_of_sale.24181034,24181034,Bajaj / 3W,240.0,240.0,,
point_of_sale.JZ181007,JZ181007,Bajaj / 2W,240.0,240.0,,
point_of_sale.06101058,06101058,Bajaj / 3W,240.0,240.0,,
point_of_sale.DJ181131,DJ181131,Bajaj / 2W,240.0,240.0,,
point_of_sale.DT113802,DT113802,Bajaj / 2W,240.0,240.0,,
point_of_sale.JE551212,JE551212,Bajaj / 2W,240.0,240.0,,
point_of_sale.DK121048,DK121048,Bajaj / 2W,240.0,240.0,,
point_of_sale.JY551205,JY551205,Bajaj / 2W,240.0,240.0,,
point_of_sale.DP151007,DP151007,Bajaj / 2W,240.0,240.0,,
point_of_sale.16101037,16101037,Bajaj / 2W,240.0,240.0,,
point_of_sale.BF551417,BF551417,Bajaj / QUTE,240.0,240.0,,
point_of_sale.36AL0029,36AL0029,Bajaj / 3W,240.0,240.0,,
point_of_sale.PA581034,PA581034,Bajaj / 2W,240.0,240.0,,
point_of_sale.05191051,05191051,Bajaj / 2W,240.0,240.0,,
point_of_sale.24141187,24141187,Bajaj / 3W,240.0,240.0,,
point_of_sale.JY551006,JY551006,Bajaj / 2W,240.0,240.0,,
point_of_sale.JY551021,JY551021,Bajaj / 2W,240.0,240.0,,
point_of_sale.BF132032,BF132032,Bajaj / QUTE,240.0,240.0,,
point_of_sale.DS121007,DS121007,Bajaj / 2W,240.0,240.0,,
point_of_sale.DS181026,DS181026,Bajaj / 2W,240.0,240.0,,
point_of_sale.DD121165,DD121165,Bajaj / 2W,240.0,240.0,,
point_of_sale.JA231000,JA231000,Bajaj / 2W,240.0,240.0,,
point_of_sale.DD181088,DD181088,Bajaj / 2W,240.0,240.0,,
point_of_sale.JL581204,JL581204,Bajaj / 2W,240.0,240.0,,
point_of_sale.JG113808,JG113808,Bajaj / 2W,240.0,240.0,,
point_of_sale.JA131202,JA131202,Bajaj / 2W,240.0,240.0,,
point_of_sale.DP101021,DP101021,Bajaj / 2W,240.0,240.0,,
point_of_sale.PA131263,PA131263,Bajaj / 2W,240.0,240.0,,
point_of_sale.DH101493,DH101493,Bajaj / 2W,240.0,240.0,,
point_of_sale.35101058,35101058,Bajaj / 3W,240.0,240.0,,
point_of_sale.BH131404,BH131404,Bajaj / 3W,240.0,240.0,,
point_of_sale.PF181238,PF181238,Bajaj / 2W,240.0,240.0,,
point_of_sale.29101311,29101311,Bajaj / 2W,240.0,240.0,,
point_of_sale.AA231117,AA231117,Bajaj / 3W,240.0,240.0,,
point_of_sale.YPA13022,YPA13022,Bajaj / 2W,240.0,240.0,,
point_of_sale.JG113809,JG113809,Bajaj / 2W,240.0,240.0,,
point_of_sale.DH121103,DH121103,Bajaj / 2W,240.0,240.0,,
point_of_sale.BF401128,BF401128,Bajaj / QUTE,240.0,240.0,,
point_of_sale.24230185K,24230185K,Bajaj / 3W,240.0,240.0,,
point_of_sale.PF581051,PF581051,Bajaj / 2W,240.0,240.0,,
point_of_sale.JH131204,JH131204,Bajaj / 2W,240.0,240.0,,
point_of_sale.DE191033,DE191033,Bajaj / 2W,240.0,240.0,,
point_of_sale.BF541044,BF541044,Bajaj / QUTE,240.0,240.0,,
point_of_sale.DH151011,DH151011,Bajaj / 2W,240.0,240.0,,
point_of_sale.AA171007,AA171007,Bajaj / 3W,240.0,240.0,,
point_of_sale.BF531039,BF531039,Bajaj / QUTE,240.0,240.0,,
point_of_sale.BF401443,BF401443,Bajaj / QUTE,240.0,240.0,,
point_of_sale.JZ181276,JZ181276,Bajaj / 2W,240.0,240.0,,
point_of_sale.JL541221,JL541221,Bajaj / 2W,240.0,240.0,,
point_of_sale.PA181350,PA181350,Bajaj / 2W,240.0,240.0,,
point_of_sale.AA121148,AA121148,Bajaj / 3W,240.0,240.0,,
point_of_sale.BF531023,BF531023,Bajaj / QUTE,240.0,240.0,,
point_of_sale.BA191022,BA191022,Bajaj / 3W,235.0,235.0,,
point_of_sale.BG552007,BG552007,Bajaj / 3W,235.0,235.0,,
point_of_sale.BA132140,BA132140,Bajaj / 3W,235.0,235.0,,
point_of_sale.06191113,06191113,Bajaj / 2W,235.0,235.0,,
point_of_sale.06201198,06201198,Bajaj / 2W,235.0,235.0,,
point_of_sale.08161028,08161028,Bajaj / 2W,235.0,235.0,,
point_of_sale.AL171065,AL171065,Bajaj / 3W,235.0,235.0,,
point_of_sale.JV401409,JV401409,Bajaj / 2W,235.0,235.0,,
point_of_sale.39101004,39101004,Bajaj / 2W,235.0,235.0,,
point_of_sale.DI3W048,DI3W048,Bajaj / 3W,231.0,231.0,,
point_of_sale.GF171002,GF171002,Bajaj / 2W,230.0,230.0,,
point_of_sale.DE191035,DE191035,Bajaj / 2W,230.0,230.0,,
point_of_sale.AA141137,AA141137,Bajaj / 3W,230.0,230.0,,
point_of_sale.PA161000,PA161000,Bajaj / 2W,230.0,230.0,,
point_of_sale.JY571033,JY571033,Bajaj / 2W,230.0,230.0,,
point_of_sale.PD231206,PD231206,Bajaj / 2W,230.0,230.0,,
point_of_sale.DH121168,DH121168,Bajaj / 2W,230.0,230.0,,
point_of_sale.FA181050,FA181050,Bajaj / 2W,230.0,230.0,,
point_of_sale.PF551407,PF551407,Bajaj / 2W,230.0,230.0,,
point_of_sale.PA402202,PA402202,Bajaj / 2W,230.0,230.0,,
point_of_sale.BF511292,BF511292,Bajaj / QUTE,230.0,230.0,,
point_of_sale.AA191051,AA191051,Bajaj / 3W,230.0,230.0,,
point_of_sale.PF131237,PF131237,Bajaj / 2W,230.0,230.0,,
point_of_sale.JA131602,JA131602,Bajaj / 2W,230.0,230.0,,
point_of_sale.JA541215,JA541215,Bajaj / 2W,230.0,230.0,,
point_of_sale.AL171104,AL171104,Bajaj / 3W,230.0,230.0,,
point_of_sale.24141113,24141113,Bajaj / 3W,230.0,230.0,,
point_of_sale.36JU0040,36JU0040,Bajaj / 2W,230.0,230.0,,
point_of_sale.01101205,01101205,Bajaj / 3W,230.0,230.0,,
point_of_sale.JY561004,JY561004,Bajaj / 2W,230.0,230.0,,
point_of_sale.DF201164,DF201164,Bajaj / 2W,230.0,230.0,,
point_of_sale.39241404,39241404,Bajaj / 2W,230.0,230.0,,
point_of_sale.DH161326,DH161326,Bajaj / 2W,230.0,230.0,,
point_of_sale.PF181408,PF181408,Bajaj / 2W,230.0,230.0,,
point_of_sale.56JZ1X3N,56JZ1X3N,Bajaj / 2W,230.0,230.0,,
point_of_sale.PA402227,PA402227,Bajaj / 2W,230.0,230.0,,
point_of_sale.DT541019,DT541019,Bajaj / 2W,230.0,230.0,,
point_of_sale.12191008,12191008,Bajaj / 2W,230.0,230.0,,
point_of_sale.05181037,05181037,Bajaj / 2W,230.0,230.0,,
point_of_sale.BF601009,BF601009,Bajaj / QUTE,230.0,230.0,,
point_of_sale.JG541074,JG541074,Bajaj / 2W,230.0,230.0,,
point_of_sale.BF161054,BF161054,Bajaj / QUTE,230.0,230.0,,
point_of_sale.PF551427,PF551427,Bajaj / 2W,230.0,230.0,,
point_of_sale.BF231415,BF231415,Bajaj / QUTE,230.0,230.0,,
point_of_sale.DE201017,DE201017,Bajaj / 2W,230.0,230.0,,
point_of_sale.BG231202,BG231202,Bajaj / 3W,230.0,230.0,,
point_of_sale.JU231205,JU231205,Bajaj / 2W,230.0,230.0,,
point_of_sale.PA131003,PA131003,Bajaj / 2W,230.0,230.0,,
point_of_sale.39201619,39201619,Bajaj / 2W,230.0,230.0,,
point_of_sale.24151183,24151183,Bajaj / 3W,230.0,230.0,,
point_of_sale.BF231414,BF231414,Bajaj / QUTE,230.0,230.0,,
point_of_sale.52JF0089,52JF0089,Bajaj / 2W,230.0,230.0,,
point_of_sale.JG131020,JG131020,Bajaj / 2W,230.0,230.0,,
point_of_sale.24141115,24141115,Bajaj / 3W,230.0,230.0,,
point_of_sale.JG561016,JG561016,Bajaj / 2W,230.0,230.0,,
point_of_sale.AN191017,AN191017,Bajaj / 3W,230.0,230.0,,
point_of_sale.JA581243,JA581243,Bajaj / 2W,230.0,230.0,,
point_of_sale.31101008,31101008,Bajaj / 2W,230.0,230.0,,
point_of_sale.DJ161307,DJ161307,Bajaj / 2W,230.0,230.0,,
point_of_sale.JZ401804,JZ401804,Bajaj / 2W,230.0,230.0,,
point_of_sale.BF161259,BF161259,Bajaj / QUTE,230.0,230.0,,
point_of_sale.39241304,39241304,Bajaj / 2W,230.0,230.0,,
point_of_sale.AA101939,AA101939,Bajaj / 3W,225.0,225.0,,
point_of_sale.24121311,24121311,Bajaj / 3W,225.0,225.0,,
point_of_sale.BA122205,BA122205,Bajaj / 3W,225.0,225.0,,
point_of_sale.24121242,24121242,Bajaj / 3W,225.0,225.0,,
point_of_sale.21170322,21170322,Bajaj / 3W,225.0,225.0,,
point_of_sale.DI3W060,DI3W060,Bajaj / 3W,225.0,225.0,,
point_of_sale.DH101804,DH101804,Bajaj / 2W,225.0,225.0,,
point_of_sale.36JU0041,36JU0041,Bajaj / 2W,220.0,220.0,,
point_of_sale.BF561041,BF561041,Bajaj / QUTE,220.0,220.0,,
point_of_sale.BF182554,BF182554,Bajaj / QUTE,220.0,220.0,,
point_of_sale.BF231408,BF231408,Bajaj / QUTE,220.0,220.0,,
point_of_sale.24141071,24141071,Bajaj / 3W,220.0,220.0,,
point_of_sale.36JY0035,36JY0035,Bajaj / 2W,220.0,220.0,,
point_of_sale.36JY0034,36JY0034,Bajaj / 2W,220.0,220.0,,
point_of_sale.36JU0042,36JU0042,Bajaj / 2W,220.0,220.0,,
point_of_sale.36JY0045,36JY0045,Bajaj / 2W,220.0,220.0,,
point_of_sale.JG122012,JG122012,Bajaj / 2W,220.0,220.0,,
point_of_sale.JE581011,JE581011,Bajaj / 2W,220.0,220.0,,
point_of_sale.BF131043,BF131043,Bajaj / QUTE,220.0,220.0,,
point_of_sale.36JY0031,36JY0031,Bajaj / 2W,220.0,220.0,,
point_of_sale.36JY0044,36JY0044,Bajaj / 2W,220.0,220.0,,
point_of_sale.24141109,24141109,Bajaj / 3W,220.0,220.0,,
point_of_sale.JL561409,JL561409,Bajaj / 2W,220.0,220.0,,
point_of_sale.GF191007,GF191007,Bajaj / 2W,220.0,220.0,,
point_of_sale.36JY0029,36JY0029,Bajaj / 2W,220.0,220.0,,
point_of_sale.AA201006,AA201006,Bajaj / 3W,220.0,220.0,,
point_of_sale.36JY0046,36JY0046,Bajaj / 2W,220.0,220.0,,
point_of_sale.JD171800,JD171800,Bajaj / 2W,220.0,220.0,,
point_of_sale.36JY0041,36JY0041,Bajaj / 2W,220.0,220.0,,
point_of_sale.36JY0036,36JY0036,Bajaj / 2W,220.0,220.0,,
point_of_sale.39266220,39266220,Bajaj / 2W,220.0,220.0,,
point_of_sale.DG151062,DG151062,Bajaj / 2W,220.0,220.0,,
point_of_sale.AL161251,AL161251,Bajaj / 3W,220.0,220.0,,
point_of_sale.36JY0038,36JY0038,Bajaj / 2W,220.0,220.0,,
point_of_sale.JL591045,JL591045,Bajaj / 2W,220.0,220.0,,
point_of_sale.BF551057,BF551057,Bajaj / QUTE,220.0,220.0,,
point_of_sale.36JY0061,36JY0061,Bajaj / 2W,220.0,220.0,,
point_of_sale.36JY0062,36JY0062,Bajaj / 2W,220.0,220.0,,
point_of_sale.36JY0060,36JY0060,Bajaj / 2W,220.0,220.0,,
point_of_sale.DT181311,DT181311,Bajaj / 2W,220.0,220.0,,
point_of_sale.DS101286,DS101286,Bajaj / 2W,220.0,220.0,,
point_of_sale.AB181021,AB181021,Bajaj / 3W,220.0,220.0,,
point_of_sale.36JY0059,36JY0059,Bajaj / 2W,220.0,220.0,,
point_of_sale.BF231407,BF231407,Bajaj / QUTE,220.0,220.0,,
point_of_sale.JF181253,JF181253,Bajaj / 2W,220.0,220.0,,
point_of_sale.36JY0058,36JY0058,Bajaj / 2W,220.0,220.0,,
point_of_sale.36JY0057,36JY0057,Bajaj / 2W,220.0,220.0,,
point_of_sale.BF182543,BF182543,Bajaj / QUTE,220.0,220.0,,
point_of_sale.36JY0037,36JY0037,Bajaj / 2W,220.0,220.0,,
point_of_sale.AA121290,AA121290,Bajaj / 3W,220.0,220.0,,
point_of_sale.36JY0056,36JY0056,Bajaj / 2W,220.0,220.0,,
point_of_sale.36JY0030,36JY0030,Bajaj / 2W,220.0,220.0,,
point_of_sale.36JY0043,36JY0043,Bajaj / 2W,220.0,220.0,,
point_of_sale.JA131607,JA131607,Bajaj / 2W,220.0,220.0,,
point_of_sale.BF551023,BF551023,Bajaj / QUTE,220.0,220.0,,
point_of_sale.36JY0048,36JY0048,Bajaj / 2W,220.0,220.0,,
point_of_sale.JL131825,JL131825,Bajaj / 2W,220.0,220.0,,
point_of_sale.JY181262,JY181262,Bajaj / 2W,220.0,220.0,,
point_of_sale.DK161245,DK161245,Bajaj / 2W,220.0,220.0,,
point_of_sale.JY551436,JY551436,Bajaj / 2W,220.0,220.0,,
point_of_sale.JG122011,JG122011,Bajaj / 2W,220.0,220.0,,
point_of_sale.JH181411,JH181411,Bajaj / 2W,220.0,220.0,,
point_of_sale.JU181201,JU181201,Bajaj / 2W,220.0,220.0,,
point_of_sale.AL151011,AL151011,Bajaj / 3W,220.0,220.0,,
point_of_sale.DP101070,DP101070,Bajaj / 2W,220.0,220.0,,
point_of_sale.DF101019,DF101019,Bajaj / 2W,220.0,220.0,,
point_of_sale.36JY0049,36JY0049,Bajaj / 2W,220.0,220.0,,
point_of_sale.CF101010,CF101010,Bajaj / 2W,220.0,220.0,,
point_of_sale.21150421,21150421,Bajaj / 3W,220.0,220.0,,
point_of_sale.JE541267,JE541267,Bajaj / 2W,220.0,220.0,,
point_of_sale.JZ581004,JZ581004,Bajaj / 2W,220.0,220.0,,
point_of_sale.DH101661,DH101661,Bajaj / 2W,220.0,220.0,,
point_of_sale.DH191037,DH191037,Bajaj / 2W,220.0,220.0,,
point_of_sale.GF141027,GF141027,Bajaj / 2W,220.0,220.0,,
point_of_sale.AA101283,AA101283,Bajaj / 3W,220.0,220.0,,
point_of_sale.PF571001,PF571001,Bajaj / 2W,220.0,220.0,,
point_of_sale.JH561200,JH561200,Bajaj / 2W,220.0,220.0,,
point_of_sale.06201246,06201246,Bajaj / 2W,220.0,220.0,,
point_of_sale.JE541230,JE541230,Bajaj / 2W,220.0,220.0,,
point_of_sale.JD233075,JD233075,Bajaj / 2W,220.0,220.0,,
point_of_sale.30121054,30121054,Bajaj / 2W,220.0,220.0,,
point_of_sale.JD233076,JD233076,Bajaj / 2W,220.0,220.0,,
point_of_sale.36DT0053,36DT0053,Bajaj / 2W,220.0,220.0,,
point_of_sale.AL161226,AL161226,Bajaj / 3W,220.0,220.0,,
point_of_sale.DD161365,DD161365,Bajaj / 2W,220.0,220.0,,
point_of_sale.36JY0053,36JY0053,Bajaj / 2W,220.0,220.0,,
point_of_sale.LAD00087,LAD00087,Bajaj / QUTE,220.0,220.0,,
point_of_sale.DG181093,DG181093,Bajaj / 2W,220.0,220.0,,
point_of_sale.36JY0047,36JY0047,Bajaj / 2W,220.0,220.0,,
point_of_sale.36JY0054,36JY0054,Bajaj / 2W,220.0,220.0,,
point_of_sale.36JY0055,36JY0055,Bajaj / 2W,220.0,220.0,,
point_of_sale.JY181298,JY181298,Bajaj / 2W,220.0,220.0,,
point_of_sale.JZ113214,JZ113214,Bajaj / 2W,220.0,220.0,,
point_of_sale.DP151021,DP151021,Bajaj / 2W,220.0,220.0,,
point_of_sale.36JF0049,36JF0049,Bajaj / 2W,220.0,220.0,,
point_of_sale.BF243116,BF243116,Bajaj / QUTE,220.0,220.0,,
point_of_sale.JC120018,JC120018,Bajaj / 2W,220.0,220.0,,
point_of_sale.YPD01009,YPD01009,Bajaj / 2W,220.0,220.0,,
point_of_sale.JU232800,JU232800,Bajaj / 2W,220.0,220.0,,
point_of_sale.JH581202,JH581202,Bajaj / 2W,220.0,220.0,,
point_of_sale.PA151023,PA151023,Bajaj / 2W,220.0,220.0,,
point_of_sale.PD113010,PD113010,Bajaj / 2W,220.0,220.0,,
point_of_sale.JK113202,JK113202,Bajaj / 2W,220.0,220.0,,
point_of_sale.39154321,39154321,Bajaj / 3W,220.0,220.0,,
point_of_sale.DH102198,DH102198,Bajaj / 2W,220.0,220.0,,
point_of_sale.36JY0050,36JY0050,Bajaj / 2W,220.0,220.0,,
point_of_sale.JY591245,JY591245,Bajaj / 2W,220.0,220.0,,
point_of_sale.36JY0052,36JY0052,Bajaj / 2W,220.0,220.0,,
point_of_sale.36JY0051,36JY0051,Bajaj / 2W,220.0,220.0,,
point_of_sale.DZ181063,DZ181063,Bajaj / 2W,220.0,220.0,,
point_of_sale.36JF0094,36JF0094,Bajaj / 2W,220.0,220.0,,
point_of_sale.DT402003,DT402003,Bajaj / 2W,220.0,220.0,,
point_of_sale.JZ582400,JZ582400,Bajaj / 2W,220.0,220.0,,
point_of_sale.DH121208,DH121208,Bajaj / 2W,215.0,215.0,,
point_of_sale.JB581402,JB581402,Bajaj / 2W,215.0,215.0,,
point_of_sale.28101103,28101103,Bajaj / 2W,215.0,215.0,,
point_of_sale.DH102118,DH102118,Bajaj / 2W,210.0,210.0,,
point_of_sale.JH581004,JH581004,Bajaj / 2W,210.0,210.0,,
point_of_sale.LAD00068,LAD00068,Bajaj / 3W,210.0,210.0,,
point_of_sale.DH171019,DH171019,Bajaj / 2W,210.0,210.0,,
point_of_sale.JD233017,JD233017,Bajaj / 2W,210.0,210.0,,
point_of_sale.DK101152,DK101152,Bajaj / 2W,210.0,210.0,,
point_of_sale.JP113800,JP113800,Bajaj / 2W,210.0,210.0,,
point_of_sale.AA141008,AA141008,Bajaj / 3W,210.0,210.0,,
point_of_sale.JF181269,JF181269,Bajaj / 2W,210.0,210.0,,
point_of_sale.JM161003,JM161003,Bajaj / 2W,210.0,210.0,,
point_of_sale.PA551405,PA551405,Bajaj / 2W,210.0,210.0,,
point_of_sale.DK101725,DK101725,Bajaj / 2W,210.0,210.0,,
