External ID,Internal Reference,Quantity On Hand
point_of_sale.BF182638,BF182638,0.0
point_of_sale.BF182649,BF182649,0.0
point_of_sale.BF182652,BF182652,0.0
point_of_sale.BF182655,BF182655,0.0
point_of_sale.BF182659,BF182659,0.0
point_of_sale.BF182663,BF182663,0.0
point_of_sale.BF182665,BF182665,0.0
point_of_sale.BF182666,BF182666,0.0
point_of_sale.BF182667,BF182667,0.0
point_of_sale.BF182668,BF182668,0.0
point_of_sale.BF182694,BF182694,0.0
point_of_sale.BF182697,BF182697,0.0
point_of_sale.BF184007,BF184007,0.0
point_of_sale.BF184620,BF184620,0.0
point_of_sale.BF184629,BF184629,2.0
point_of_sale.BF184630,BF184630,1.0
point_of_sale.BF184637,BF184637,1.0
point_of_sale.BF184638,BF184638,0.0
point_of_sale.BF185010,BF185010,0.0
point_of_sale.BF185011,BF185011,0.0
point_of_sale.BF185014,BF185014,0.0
point_of_sale.BF185015,BF185015,0.0
point_of_sale.BF185017,BF185017,0.0
point_of_sale.BF185018,BF185018,0.0
point_of_sale.BF185019,BF185019,-4.0
point_of_sale.BF185020,BF185020,0.0
point_of_sale.BF185025,BF185025,0.0
point_of_sale.BF185026,BF185026,0.0
point_of_sale.BF185068,BF185068,0.0
point_of_sale.BF185069,BF185069,2.0
point_of_sale.BF185071,BF185071,2.0
point_of_sale.BF185072,BF185072,0.0
point_of_sale.BF185077,BF185077,0.0
point_of_sale.BF185078,BF185078,0.0
point_of_sale.BF185080,BF185080,0.0
point_of_sale.BF185081,BF185081,0.0
point_of_sale.BF185095,BF185095,0.0
point_of_sale.BF185096,BF185096,0.0
point_of_sale.BF186021,BF186021,0.0
point_of_sale.BF186022,BF186022,0.0
point_of_sale.BF186024,BF186024,0.0
point_of_sale.BF186027,BF186027,0.0
point_of_sale.BF186028,BF186028,0.0
point_of_sale.BF186029,BF186029,0.0
point_of_sale.BF186033,BF186033,0.0
point_of_sale.BF186058,BF186058,0.0
point_of_sale.BF186061,BF186061,0.0
point_of_sale.BF186063,BF186063,0.0
point_of_sale.BF186069,BF186069,0.0
point_of_sale.BF186601,BF186601,0.0
point_of_sale.BF186605,BF186605,0.0
point_of_sale.BF186623,BF186623,0.0
point_of_sale.BF187000,BF187000,1.0
point_of_sale.BF187007,BF187007,0.0
point_of_sale.BF191125,BF191125,0.0
point_of_sale.BF191129,BF191129,0.0
point_of_sale.BF191133,BF191133,0.0
point_of_sale.BF191138,BF191138,0.0
point_of_sale.BF191147,BF191147,0.0
point_of_sale.BF191148,BF191148,0.0
point_of_sale.BF191154,BF191154,0.0
point_of_sale.BF191164,BF191164,0.0
point_of_sale.BF191165,BF191165,0.0
point_of_sale.BF191166,BF191166,0.0
point_of_sale.BF191170,BF191170,0.0
point_of_sale.BF191175,BF191175,0.0
point_of_sale.BF191182,BF191182,0.0
point_of_sale.BF202206,BF202206,0.0
point_of_sale.BF202207,BF202207,0.0
point_of_sale.BF202208,BF202208,0.0
point_of_sale.BF202209,BF202209,0.0
point_of_sale.BF202210,BF202210,0.0
point_of_sale.BF202211,BF202211,0.0
point_of_sale.BF202213,BF202213,0.0
point_of_sale.BF211363,BF211363,0.0
point_of_sale.BF211364,BF211364,0.0
point_of_sale.BF211365,BF211365,0.0
point_of_sale.BF211370,BF211370,0.0
point_of_sale.BF211372,BF211372,0.0
point_of_sale.BF211377,BF211377,0.0
point_of_sale.BF211379,BF211379,0.0
point_of_sale.BF211381,BF211381,0.0
point_of_sale.BF211422,BF211422,0.0
point_of_sale.BF211437,BF211437,0.0
point_of_sale.BF211543,BF211543,0.0
point_of_sale.BF211544,BF211544,0.0
point_of_sale.BF211620,BF211620,0.0
point_of_sale.BF211807,BF211807,0.0
point_of_sale.BF213125,BF213125,0.0
point_of_sale.BF231006,BF231006,0.0
point_of_sale.BF231007,BF231007,0.0
point_of_sale.BF231012,BF231012,0.0
point_of_sale.BF231200,BF231200,0.0
point_of_sale.BF231405,BF231405,0.0
point_of_sale.BF231406,BF231406,0.0
point_of_sale.BF231407,BF231407,0.0
point_of_sale.BF231408,BF231408,0.0
point_of_sale.BF231414,BF231414,0.0
point_of_sale.BF231415,BF231415,0.0
point_of_sale.BF231416,BF231416,0.0
point_of_sale.BF231417,BF231417,0.0
point_of_sale.BF232412,BF232412,0.0
point_of_sale.BF232433,BF232433,0.0
point_of_sale.BF232434,BF232434,0.0
point_of_sale.BF232600,BF232600,0.0
point_of_sale.BF241016,BF241016,0.0
point_of_sale.BF241026,BF241026,0.0
point_of_sale.BF241027,BF241027,0.0
point_of_sale.BF241088,BF241088,0.0
point_of_sale.BF241089,BF241089,0.0
point_of_sale.BF241090,BF241090,0.0
point_of_sale.BF241091,BF241091,0.0
point_of_sale.BF241160,BF241160,0.0
point_of_sale.BF241198,BF241198,0.0
point_of_sale.BF242039,BF242039,0.0
point_of_sale.BF242044,BF242044,0.0
point_of_sale.BF242047,BF242047,0.0
point_of_sale.BF242202,BF242202,0.0
point_of_sale.BF242203,BF242203,0.0
point_of_sale.BF242204,BF242204,0.0
point_of_sale.BF242205,BF242205,0.0
point_of_sale.BF242206,BF242206,0.0
point_of_sale.BF242207,BF242207,0.0
point_of_sale.BF243049,BF243049,0.0
point_of_sale.BF243050,BF243050,0.0
point_of_sale.BF243051,BF243051,0.0
point_of_sale.BF243052,BF243052,0.0
point_of_sale.BF243053,BF243053,0.0
point_of_sale.BF243054,BF243054,0.0
point_of_sale.BF243055,BF243055,0.0
point_of_sale.BF243056,BF243056,0.0
point_of_sale.BF243057,BF243057,0.0
point_of_sale.BF243058,BF243058,0.0
point_of_sale.BF243059,BF243059,0.0
point_of_sale.BF243060,BF243060,0.0
point_of_sale.BF243061,BF243061,0.0
point_of_sale.BF243062,BF243062,0.0
point_of_sale.BF243063,BF243063,0.0
point_of_sale.BF243064,BF243064,0.0
point_of_sale.BF243065,BF243065,0.0
point_of_sale.BF243066,BF243066,0.0
point_of_sale.BF243073,BF243073,0.0
point_of_sale.BF243074,BF243074,0.0
point_of_sale.BF243085,BF243085,0.0
point_of_sale.BF243086,BF243086,0.0
point_of_sale.BF243087,BF243087,0.0
point_of_sale.BF243088,BF243088,0.0
point_of_sale.BF243089,BF243089,0.0
point_of_sale.BF243090,BF243090,0.0
point_of_sale.BF243091,BF243091,0.0
point_of_sale.BF243092,BF243092,0.0
point_of_sale.BF243093,BF243093,0.0
point_of_sale.BF243096,BF243096,0.0
point_of_sale.BF243097,BF243097,0.0
point_of_sale.BF243098,BF243098,0.0
point_of_sale.BF243099,BF243099,0.0
point_of_sale.BF243100,BF243100,0.0
point_of_sale.BF243101,BF243101,0.0
point_of_sale.BF243102,BF243102,0.0
point_of_sale.BF243103,BF243103,0.0
point_of_sale.BF243104,BF243104,0.0
point_of_sale.BF243105,BF243105,0.0
point_of_sale.BF243106,BF243106,0.0
point_of_sale.BF243107,BF243107,0.0
point_of_sale.BF243109,BF243109,0.0
point_of_sale.BF243110,BF243110,0.0
point_of_sale.BF243111,BF243111,0.0
point_of_sale.BF243112,BF243112,0.0
point_of_sale.BF243113,BF243113,0.0
point_of_sale.BF243114,BF243114,0.0
point_of_sale.BF243115,BF243115,0.0
point_of_sale.BF243116,BF243116,0.0
point_of_sale.BF243117,BF243117,0.0
point_of_sale.BF243122,BF243122,0.0
point_of_sale.BF244000,BF244000,0.0
point_of_sale.BF244008,BF244008,-4.0
point_of_sale.BF244009,BF244009,0.0
point_of_sale.BF246000,BF246000,0.0
point_of_sale.BF246001,BF246001,0.0
point_of_sale.BF247002,BF247002,0.0
point_of_sale.BF247003,BF247003,0.0
point_of_sale.BF247026,BF247026,0.0
point_of_sale.BF247032,BF247032,0.0
point_of_sale.BF253489,BF253489,0.0
point_of_sale.BF253490,BF253490,0.0
point_of_sale.BF301200,BF301200,0.0
point_of_sale.BF351023,BF351023,0.0
point_of_sale.BF351025,BF351025,0.0
point_of_sale.BF351200,BF351200,0.0
point_of_sale.BF351203,BF351203,4.0
point_of_sale.BF351233,BF351233,0.0
point_of_sale.BF351235,BF351235,0.0
point_of_sale.BF351258,BF351258,-3.0
point_of_sale.BF351263,BF351263,0.0
point_of_sale.BF351601,BF351601,0.0
point_of_sale.BF351803,BF351803,0.0
point_of_sale.BF351806,BF351806,0.0
point_of_sale.BF351809,BF351809,-1.0
point_of_sale.BF401014,BF401014,0.0
point_of_sale.BF401015,BF401015,0.0
point_of_sale.BF401018,BF401018,0.0
point_of_sale.BF401019,BF401019,0.0
point_of_sale.BF401118,BF401118,0.0
point_of_sale.BF401119,BF401119,0.0
point_of_sale.BF401128,BF401128,0.0
point_of_sale.BF401138,BF401138,0.0
point_of_sale.BF401139,BF401139,0.0
point_of_sale.BF401144,BF401144,0.0
point_of_sale.BF401145,BF401145,1.0
point_of_sale.BF401152,BF401152,0.0
point_of_sale.BF401163,BF401163,0.0
point_of_sale.BF401165,BF401165,0.0
point_of_sale.BF401404,BF401404,0.0
point_of_sale.BF401410,BF401410,0.0
point_of_sale.BF401425,BF401425,0.0
point_of_sale.BF401427,BF401427,0.0
point_of_sale.BF401430,BF401430,0.0
point_of_sale.BF401433,BF401433,0.0
point_of_sale.BF401443,BF401443,0.0
point_of_sale.BF401444,BF401444,0.0
point_of_sale.BF401451,BF401451,0.0
point_of_sale.BF401606,BF401606,0.0
point_of_sale.BF402001,BF402001,0.0
point_of_sale.BF402003,BF402003,0.0
point_of_sale.BF402004,BF402004,0.0
point_of_sale.BF402009,BF402009,0.0
point_of_sale.BF402206,BF402206,0.0
point_of_sale.BF402213,BF402213,0.0
point_of_sale.BF402221,BF402221,0.0
point_of_sale.BF402240,BF402240,0.0
point_of_sale.BF402267,BF402267,0.0
point_of_sale.BF402269,BF402269,0.0
point_of_sale.BF402271,BF402271,0.0
point_of_sale.BF402272,BF402272,0.0
point_of_sale.BF402273,BF402273,0.0
point_of_sale.BF402274,BF402274,0.0
point_of_sale.BF402286,BF402286,0.0
point_of_sale.BF402299,BF402299,0.0
point_of_sale.BF402310,BF402310,0.0
point_of_sale.BF402323,BF402323,0.0
point_of_sale.BF402328,BF402328,0.0
point_of_sale.BF402351,BF402351,0.0
point_of_sale.BF402361,BF402361,0.0
point_of_sale.BF402404,BF402404,0.0
point_of_sale.BF403002,BF403002,0.0
point_of_sale.BF403012,BF403012,0.0
point_of_sale.BF403403,BF403403,0.0
point_of_sale.BF403407,BF403407,0.0
point_of_sale.BF501044,BF501044,0.0
point_of_sale.BF511049,BF511049,0.0
point_of_sale.BF511050,BF511050,0.0
point_of_sale.BF511064,BF511064,0.0
point_of_sale.BF511074,BF511074,0.0
point_of_sale.BF511075,BF511075,0.0
point_of_sale.BF511214,BF511214,1.0
point_of_sale.BF511222,BF511222,0.0
point_of_sale.BF511226,BF511226,0.0
point_of_sale.BF511237,BF511237,0.0
point_of_sale.BF511239,BF511239,0.0
point_of_sale.BF511244,BF511244,0.0
point_of_sale.BF511254,BF511254,0.0
point_of_sale.BF511258,BF511258,0.0
point_of_sale.BF511274,BF511274,2.0
point_of_sale.BF511275,BF511275,0.0
point_of_sale.BF511276,BF511276,1.0
point_of_sale.BF511279,BF511279,0.0
point_of_sale.BF511280,BF511280,0.0
point_of_sale.BF511281,BF511281,1.0
point_of_sale.BF511288,BF511288,0.0
point_of_sale.BF511292,BF511292,0.0
point_of_sale.BF511295,BF511295,0.0
point_of_sale.BF511296,BF511296,0.0
point_of_sale.BF521012,BF521012,1.0
point_of_sale.BF521019,BF521019,0.0
point_of_sale.BF521207,BF521207,0.0
point_of_sale.BF531021,BF531021,0.0
point_of_sale.BF531023,BF531023,0.0
point_of_sale.BF531039,BF531039,0.0
point_of_sale.BF531043,BF531043,0.0
point_of_sale.BF531044,BF531044,0.0
point_of_sale.BF531051,BF531051,0.0
point_of_sale.BF531052,BF531052,0.0
point_of_sale.BF531055,BF531055,0.0
point_of_sale.BF531058,BF531058,1.0
point_of_sale.BF531059,BF531059,0.0
point_of_sale.BF531207,BF531207,0.0
point_of_sale.BF531212,BF531212,0.0
point_of_sale.BF541007,BF541007,0.0
point_of_sale.BF541008,BF541008,0.0
point_of_sale.BF541011,BF541011,0.0
point_of_sale.BF541014,BF541014,0.0
point_of_sale.BF541018,BF541018,0.0
point_of_sale.BF541019,BF541019,0.0
point_of_sale.BF541029,BF541029,0.0
point_of_sale.BF541030,BF541030,0.0
point_of_sale.BF541039,BF541039,5.0
point_of_sale.BF541043,BF541043,0.0
point_of_sale.BF541044,BF541044,0.0
point_of_sale.BF541046,BF541046,0.0
point_of_sale.BF541047,BF541047,0.0
point_of_sale.BF541052,BF541052,5.0
point_of_sale.BF541053,BF541053,0.0
point_of_sale.BF541064,BF541064,0.0
point_of_sale.BF541204,BF541204,0.0
point_of_sale.BF541205,BF541205,0.0
point_of_sale.BF541208,BF541208,3.0
point_of_sale.BF541209,BF541209,17.0
point_of_sale.BF541215,BF541215,0.0
point_of_sale.BF541216,BF541216,0.0
point_of_sale.BF541221,BF541221,0.0
point_of_sale.BF541225,BF541225,0.0
point_of_sale.BF541226,BF541226,0.0
point_of_sale.BF541242,BF541242,0.0
point_of_sale.BF541244,BF541244,0.0
point_of_sale.BF541246,BF541246,0.0
point_of_sale.BF541247,BF541247,0.0
point_of_sale.BF551018,BF551018,0.0
point_of_sale.BF551022,BF551022,0.0
point_of_sale.BF551023,BF551023,0.0
point_of_sale.BF551024,BF551024,0.0
point_of_sale.BF551025,BF551025,0.0
point_of_sale.BF551026,BF551026,0.0
point_of_sale.BF551027,BF551027,0.0
point_of_sale.BF551028,BF551028,0.0
point_of_sale.BF551029,BF551029,0.0
point_of_sale.BF551032,BF551032,0.0
point_of_sale.BF551033,BF551033,0.0
point_of_sale.BF551034,BF551034,0.0
point_of_sale.BF551035,BF551035,0.0
point_of_sale.BF551037,BF551037,0.0
point_of_sale.BF551039,BF551039,0.0
point_of_sale.BF551040,BF551040,0.0
point_of_sale.BF551043,BF551043,0.0
point_of_sale.BF551044,BF551044,0.0
point_of_sale.BF551055,BF551055,0.0
point_of_sale.BF551056,BF551056,0.0
point_of_sale.BF551057,BF551057,0.0
point_of_sale.BF551058,BF551058,0.0
point_of_sale.BF551059,BF551059,0.0
point_of_sale.BF551060,BF551060,0.0
point_of_sale.BF551062,BF551062,0.0
point_of_sale.BF551064,BF551064,0.0
point_of_sale.BF551215,BF551215,0.0
point_of_sale.BF551216,BF551216,0.0
point_of_sale.BF551217,BF551217,0.0
point_of_sale.BF551218,BF551218,0.0
point_of_sale.BF551219,BF551219,0.0
point_of_sale.BF551220,BF551220,0.0
point_of_sale.BF551221,BF551221,0.0
point_of_sale.BF551222,BF551222,0.0
point_of_sale.BF551223,BF551223,0.0
point_of_sale.BF551227,BF551227,0.0
point_of_sale.BF551228,BF551228,0.0
point_of_sale.BF551230,BF551230,0.0
point_of_sale.BF551243,BF551243,0.0
point_of_sale.BF551266,BF551266,0.0
point_of_sale.BF551270,BF551270,0.0
point_of_sale.BF551401,BF551401,0.0
point_of_sale.BF551404,BF551404,0.0
point_of_sale.BF551410,BF551410,0.0
point_of_sale.BF551414,BF551414,0.0
point_of_sale.BF551417,BF551417,0.0
point_of_sale.BF551418,BF551418,0.0
point_of_sale.BF551419,BF551419,0.0
point_of_sale.BF551421,BF551421,0.0
point_of_sale.BF551422,BF551422,1.0
point_of_sale.BF551426,BF551426,0.0
point_of_sale.BF551428,BF551428,0.0
point_of_sale.BF551429,BF551429,0.0
point_of_sale.BF551430,BF551430,0.0
point_of_sale.BF551435,BF551435,0.0
point_of_sale.BF551439,BF551439,0.0
point_of_sale.BF551440,BF551440,0.0
point_of_sale.BF551441,BF551441,0.0
point_of_sale.BF551443,BF551443,0.0
point_of_sale.BF551446,BF551446,0.0
point_of_sale.BF551449,BF551449,0.0
point_of_sale.BF551450,BF551450,15.0
point_of_sale.BF551454,BF551454,0.0
point_of_sale.BF551455,BF551455,0.0
point_of_sale.BF551605,BF551605,0.0
point_of_sale.BF551609,BF551609,0.0
point_of_sale.BF551610,BF551610,0.0
point_of_sale.BF551611,BF551611,0.0
point_of_sale.BF551613,BF551613,29.0
point_of_sale.BF551617,BF551617,0.0
point_of_sale.BF551618,BF551618,0.0
point_of_sale.BF551619,BF551619,0.0
point_of_sale.BF551620,BF551620,0.0
point_of_sale.BF551626,BF551626,0.0
point_of_sale.BF551807,BF551807,0.0
point_of_sale.BF561000,BF561000,0.0
point_of_sale.BF561006,BF561006,0.0
point_of_sale.BF561007,BF561007,0.0
point_of_sale.BF561008,BF561008,0.0
point_of_sale.BF561009,BF561009,0.0
point_of_sale.BF561010,BF561010,0.0
point_of_sale.BF561017,BF561017,0.0
point_of_sale.BF561018,BF561018,0.0
point_of_sale.BF561020,BF561020,0.0
point_of_sale.BF561021,BF561021,0.0
point_of_sale.BF561025,BF561025,0.0
point_of_sale.BF561026,BF561026,0.0
point_of_sale.BF561027,BF561027,0.0
point_of_sale.BF561028,BF561028,0.0
point_of_sale.BF561041,BF561041,0.0
point_of_sale.BF561043,BF561043,0.0
point_of_sale.BF561201,BF561201,0.0
point_of_sale.BF561206,BF561206,0.0
point_of_sale.BF561219,BF561219,0.0
point_of_sale.BF561221,BF561221,0.0
point_of_sale.BF561403,BF561403,0.0
point_of_sale.BF561404,BF561404,0.0
point_of_sale.BF571005,BF571005,0.0
point_of_sale.BF571020,BF571020,0.0
point_of_sale.BF571026,BF571026,0.0
point_of_sale.BF571028,BF571028,0.0
point_of_sale.BF581000,BF581000,0.0
point_of_sale.BF581012,BF581012,0.0
point_of_sale.BF581016,BF581016,0.0
point_of_sale.BF581018,BF581018,0.0
point_of_sale.BF581020,BF581020,0.0
point_of_sale.BF581024,BF581024,0.0
point_of_sale.BF581028,BF581028,0.0
point_of_sale.BF581029,BF581029,0.0
point_of_sale.BF581030,BF581030,0.0
point_of_sale.BF581031,BF581031,0.0
point_of_sale.BF581032,BF581032,0.0
point_of_sale.BF581040,BF581040,0.0
point_of_sale.BF581048,BF581048,4.0
point_of_sale.BF581049,BF581049,0.0
point_of_sale.BF581059,BF581059,0.0
point_of_sale.BF581068,BF581068,0.0
point_of_sale.BF581069,BF581069,0.0
point_of_sale.BF581075,BF581075,0.0
point_of_sale.BF581077,BF581077,0.0
point_of_sale.BF581085,BF581085,0.0
point_of_sale.BF581087,BF581087,0.0
point_of_sale.BF581089,BF581089,0.0
point_of_sale.BF581091,BF581091,0.0
point_of_sale.BF581125,BF581125,0.0
point_of_sale.BF581407,BF581407,0.0
point_of_sale.BF581409,BF581409,0.0
point_of_sale.BF581419,BF581419,0.0
point_of_sale.BF581420,BF581420,0.0
point_of_sale.BF591004,BF591004,0.0
point_of_sale.BF591073,BF591073,0.0
point_of_sale.BF591097,BF591097,0.0
point_of_sale.BF591120,BF591120,15.0
point_of_sale.BF591121,BF591121,10.0
point_of_sale.BF591132,BF591132,0.0
point_of_sale.BF601000,BF601000,0.0
point_of_sale.BF601009,BF601009,0.0
point_of_sale.BF601012,BF601012,0.0
point_of_sale.BF601014,BF601014,0.0
point_of_sale.BF601021,BF601021,0.0
point_of_sale.BF601022,BF601022,0.0
point_of_sale.BF601023,BF601023,0.0
point_of_sale.BF601024,BF601024,0.0
point_of_sale.BF601027,BF601027,0.0
point_of_sale.BF601028,BF601028,0.0
point_of_sale.BF601205,BF601205,-10.0
point_of_sale.BF601206,BF601206,0.0
point_of_sale.BF601207,BF601207,0.0
point_of_sale.BF601208,BF601208,0.0
point_of_sale.BF601209,BF601209,0.0
point_of_sale.BF601211,BF601211,0.0
point_of_sale.BF601222,BF601222,0.0
point_of_sale.BF601223,BF601223,0.0
point_of_sale.BF601225,BF601225,0.0
point_of_sale.BF601226,BF601226,0.0
point_of_sale.BF601227,BF601227,0.0
point_of_sale.BF601228,BF601228,0.0
point_of_sale.BF601229,BF601229,0.0
point_of_sale.BF601232,BF601232,0.0
point_of_sale.BF601238,BF601238,0.0
point_of_sale.BF601403,BF601403,0.0
point_of_sale.BF601404,BF601404,0.0
point_of_sale.BF601406,BF601406,0.0
point_of_sale.BF601407,BF601407,0.0
point_of_sale.BF601411,BF601411,0.0
point_of_sale.BF601414,BF601414,0.0
point_of_sale.BF611012,BF611012,0.0
point_of_sale.BF611220,BF611220,0.0
point_of_sale.BF611229,BF611229,0.0
point_of_sale.BF611232,BF611232,0.0
point_of_sale.BF621400,BF621400,0.0
point_of_sale.BF621402,BF621402,0.0
point_of_sale.BG113802,BG113802,12.0
point_of_sale.BG113803,BG113803,8.0
point_of_sale.BG113804,BG113804,0.0
point_of_sale.BG131802,BG131802,5.0
point_of_sale.BG141252,BG141252,0.0
point_of_sale.BG141253,BG141253,0.0
point_of_sale.BG141254,BG141254,0.0
point_of_sale.BG151001,BG151001,0.0
point_of_sale.BG161201,BG161201,0.0
point_of_sale.BG161204,BG161204,0.0
point_of_sale.BG161205,BG161205,0.0
point_of_sale.BG161207,BG161207,0.0
point_of_sale.BG161208,BG161208,0.0
point_of_sale.BG161209,BG161209,0.0
point_of_sale.BG161210,BG161210,0.0
point_of_sale.BG231202,BG231202,0.0
point_of_sale.BG232601,BG232601,0.0
point_of_sale.BG233000,BG233000,0.0
point_of_sale.BG233002,BG233002,7.0
point_of_sale.BG351602,BG351602,0.0
point_of_sale.BG401401,BG401401,0.0
point_of_sale.BG402206,BG402206,0.0
point_of_sale.BG402207,BG402207,0.0
point_of_sale.BG403206,BG403206,0.0
point_of_sale.BG551405,BG551405,0.0
point_of_sale.BG551407,BG551407,0.0
point_of_sale.BG551412,BG551412,0.0
point_of_sale.BG551413,BG551413,0.0
point_of_sale.BG551424,BG551424,0.0
point_of_sale.BG551425,BG551425,0.0
point_of_sale.BG551615,BG551615,0.0
point_of_sale.BG552007,BG552007,0.0
point_of_sale.BG561202,BG561202,0.0
point_of_sale.BG581400,BG581400,0.0
point_of_sale.BG581401,BG581401,0.0
point_of_sale.BG581402,BG581402,0.0
point_of_sale.BG581405,BG581405,0.0
point_of_sale.BH111056,BH111056,0.0
point_of_sale.BH111071,BH111071,0.0
point_of_sale.BH121004,BH121004,0.0
point_of_sale.BH121005,BH121005,0.0
point_of_sale.BH131006,BH131006,0.0
point_of_sale.BH131203,BH131203,0.0
point_of_sale.BH131206,BH131206,1.0
point_of_sale.BH131207,BH131207,0.0
point_of_sale.BH131212,BH131212,0.0
point_of_sale.BH131213,BH131213,0.0
point_of_sale.BH131403,BH131403,0.0
point_of_sale.BH131404,BH131404,0.0
point_of_sale.BH131405,BH131405,0.0
point_of_sale.BH131407,BH131407,0.0
point_of_sale.BH131802,BH131802,0.0
point_of_sale.BH131803,BH131803,2.0
point_of_sale.BH131804,BH131804,2.0
point_of_sale.BH131813,BH131813,0.0
point_of_sale.BH131814,BH131814,0.0
point_of_sale.BH131817,BH131817,0.0
point_of_sale.BH141224,BH141224,0.0
point_of_sale.BH151007,BH151007,0.0
point_of_sale.BH151008,BH151008,0.0
point_of_sale.BH151009,BH151009,0.0
point_of_sale.BH151065,BH151065,0.0
point_of_sale.BH151066,BH151066,0.0
point_of_sale.BH151092,BH151092,16.0
point_of_sale.BH151093,BH151093,22.0
point_of_sale.BH151094,BH151094,9.0
point_of_sale.BH151095,BH151095,15.0
point_of_sale.BH151096,BH151096,19.0
point_of_sale.BH151097,BH151097,18.0
point_of_sale.BH161017,BH161017,0.0
point_of_sale.BH161019,BH161019,0.0
point_of_sale.BH161027,BH161027,0.0
point_of_sale.BH161200,BH161200,0.0
point_of_sale.BH161223,BH161223,0.0
point_of_sale.BH161225,BH161225,0.0
point_of_sale.BH161226,BH161226,0.0
point_of_sale.BH181204,BH181204,0.0
point_of_sale.BH181401,BH181401,0.0
point_of_sale.BH181402,BH181402,0.0
point_of_sale.BH184000,BH184000,10.0
point_of_sale.BH401004,BH401004,2.0
point_of_sale.BH401400,BH401400,-1.0
point_of_sale.BH401401,BH401401,0.0
point_of_sale.BH402220,BH402220,0.0
point_of_sale.BH402600,BH402600,3.0
point_of_sale.BH551409,BH551409,0.0
point_of_sale.BH551416,BH551416,0.0
point_of_sale.BH551800,BH551800,0.0
point_of_sale.CB101009,CB101009,8.0
point_of_sale.CB101014,CB101014,0.0
point_of_sale.CB101016,CB101016,0.0
point_of_sale.CB101017,CB101017,0.0
point_of_sale.CB101020,CB101020,0.0
point_of_sale.CB101022,CB101022,-31.0
point_of_sale.CB101026,CB101026,0.0
point_of_sale.CB101032,CB101032,0.0
point_of_sale.CB101074,CB101074,0.0
point_of_sale.CB101079,CB101079,0.0
point_of_sale.CB101114,CB101114,131.0
point_of_sale.CB101181,CB101181,0.0
point_of_sale.CB101254,CB101254,0.0
point_of_sale.CB111008,CB111008,4.0
point_of_sale.CB121039,CB121039,0.0
point_of_sale.CB121042,CB121042,0.0
point_of_sale.CB121044,CB121044,0.0
point_of_sale.CB121046,CB121046,0.0
point_of_sale.CB121055,CB121055,0.0
point_of_sale.CB161050,CB161050,0.0
point_of_sale.CB161105,CB161105,0.0
point_of_sale.CB201026,CB201026,0.0
point_of_sale.CD101008,CD101008,5.0
point_of_sale.CD101024,CD101024,0.0
point_of_sale.CD101076,CD101076,0.0
point_of_sale.CD101079,CD101079,9.0
point_of_sale.CD101080,CD101080,117.0
point_of_sale.CD101082,CD101082,3.0
point_of_sale.CD101102,CD101102,0.0
point_of_sale.CD111004,CD111004,6.0
point_of_sale.CD111005,CD111005,1.0
point_of_sale.CD121016,CD121016,0.0
point_of_sale.CD171001,CD171001,0.0
point_of_sale.CD201029,CD201029,0.0
point_of_sale.CD201040,CD201040,0.0
point_of_sale.CE181015,CE181015,-1.0
point_of_sale.CE181029,CE181029,0.0
point_of_sale.CE181030,CE181030,0.0
point_of_sale.CF101010,CF101010,0.0
point_of_sale.CF101011,CF101011,0.0
point_of_sale.CF101012,CF101012,0.0
point_of_sale.CF111019,CF111019,0.0
point_of_sale.CF181004,CF181004,0.0
point_of_sale.CF181008,CF181008,0.0
point_of_sale.CF201015,CF201015,0.0
point_of_sale.CL201023,CL201023,80.0
point_of_sale.CL201042,CL201042,0.0
point_of_sale.CM101029,CM101029,0.0
point_of_sale.CM191049,CM191049,117.0
point_of_sale.CM201054,CM201054,0.0
point_of_sale.CR101062,CR101062,0.0
point_of_sale.CR101068,CR101068,0.0
point_of_sale.CS101114,CS101114,0.0
point_of_sale.CS101118,CS101118,0.0
point_of_sale.CS101128,CS101128,474.0
point_of_sale.CS101167,CS101167,0.0
point_of_sale.CS101170,CS101170,0.0
point_of_sale.CS101174,CS101174,0.0
point_of_sale.CS101175,CS101175,0.0
point_of_sale.CS101176,CS101176,0.0
point_of_sale.CS101189,CS101189,0.0
point_of_sale.CS101196,CS101196,-1.0
point_of_sale.CS101200,CS101200,0.0
point_of_sale.CS101212,CS101212,0.0
point_of_sale.CS101215,CS101215,0.0
point_of_sale.CS101218,CS101218,0.0
point_of_sale.CS101253,CS101253,0.0
point_of_sale.CS101271,CS101271,0.0
point_of_sale.CS101291,CS101291,0.0
point_of_sale.CS101296,CS101296,0.0
point_of_sale.CS101305,CS101305,0.0
point_of_sale.CS101311,CS101311,0.0
point_of_sale.CS101316,CS101316,0.0
point_of_sale.CS101368,CS101368,0.0
point_of_sale.CS101377,CS101377,0.0
point_of_sale.CS101378,CS101378,0.0
point_of_sale.CS101410,CS101410,0.0
point_of_sale.CS101412,CS101412,0.0
point_of_sale.CS111010,CS111010,0.0
point_of_sale.CS111011,CS111011,0.0
point_of_sale.CS121022,CS121022,0.0
point_of_sale.CS141006,CS141006,0.0
point_of_sale.CS151023,CS151023,0.0
point_of_sale.CS171005,CS171005,11.0
point_of_sale.CS171006,CS171006,0.0
point_of_sale.CS171008,CS171008,0.0
point_of_sale.CS171012,CS171012,0.0
point_of_sale.CS181020,CS181020,0.0
point_of_sale.CS181041,CS181041,0.0
