External ID,Internal Reference,Quantity On Hand
point_of_sale.CS191005,CS191005,0.0
point_of_sale.CS191019,CS191019,0.0
point_of_sale.CS191020,CS191020,0.0
point_of_sale.CS191029,CS191029,0.0
point_of_sale.CS191030,CS191030,0.0
point_of_sale.CX141045,CX141045,0.0
point_of_sale.CX141046,CX141046,0.0
point_of_sale.DB101024,DB101024,0.0
point_of_sale.DB111007,DB111007,-1.0
point_of_sale.DD101007,DD101007,1.0
point_of_sale.DD101014,DD101014,6.0
point_of_sale.DD101048,DD101048,0.0
point_of_sale.DD101050,DD101050,0.0
point_of_sale.DD101060,DD101060,0.0
point_of_sale.DD101062,DD101062,100.0
point_of_sale.DD101063,DD101063,5.0
point_of_sale.DD101067,DD101067,5.0
point_of_sale.DD101069,DD101069,0.0
point_of_sale.DD101079,DD101079,0.0
point_of_sale.DD101092,DD101092,0.0
point_of_sale.DD101095,DD101095,0.0
point_of_sale.DD101097,DD101097,-3.0
point_of_sale.DD101098,DD101098,0.0
point_of_sale.DD101101,DD101101,0.0
point_of_sale.DD101102,DD101102,0.0
point_of_sale.DD101105,DD101105,1.0
point_of_sale.DD101106,DD101106,0.0
point_of_sale.DD101110,DD101110,0.0
point_of_sale.DD101117,DD101117,0.0
point_of_sale.DD101211,DD101211,0.0
point_of_sale.DD101219,DD101219,0.0
point_of_sale.DD101254,DD101254,1.0
point_of_sale.DD101298,DD101298,0.0
point_of_sale.DD101304,DD101304,0.0
point_of_sale.DD101309,DD101309,33.0
point_of_sale.DD101325,DD101325,9.0
point_of_sale.DD101333,DD101333,0.0
point_of_sale.DD101336,DD101336,10.0
point_of_sale.DD101343,DD101343,0.0
point_of_sale.DD101347,DD101347,-2.0
point_of_sale.DD101349,DD101349,10.0
point_of_sale.DD101350,DD101350,0.0
point_of_sale.DD101355,DD101355,0.0
point_of_sale.DD101366,DD101366,0.0
point_of_sale.DD101392,DD101392,0.0
point_of_sale.DD101393,DD101393,0.0
point_of_sale.DD101394,DD101394,12.0
point_of_sale.DD101407,DD101407,20.0
point_of_sale.DD101424,DD101424,0.0
point_of_sale.DD101426,DD101426,0.0
point_of_sale.DD101428,DD101428,0.0
point_of_sale.DD101439,DD101439,0.0
point_of_sale.DD101440,DD101440,30.0
point_of_sale.DD101441,DD101441,0.0
point_of_sale.DD101457,DD101457,0.0
point_of_sale.DD101461,DD101461,0.0
point_of_sale.DD101465,DD101465,0.0
point_of_sale.DD101475,DD101475,98.0
point_of_sale.DD101478,DD101478,0.0
point_of_sale.DD101480,DD101480,0.0
point_of_sale.DD101481,DD101481,0.0
point_of_sale.DD101492,DD101492,30.0
point_of_sale.DD101493,DD101493,7.0
point_of_sale.DD101495,DD101495,0.0
point_of_sale.DD101517,DD101517,-6.0
point_of_sale.DD111011,DD111011,67.0
point_of_sale.DD111012,DD111012,31.0
point_of_sale.DD111018,DD111018,205.0
point_of_sale.DD111027,DD111027,0.0
point_of_sale.DD111041,DD111041,0.0
point_of_sale.DD111042,DD111042,0.0
point_of_sale.DD111046,DD111046,0.0
point_of_sale.DD111048,DD111048,27.0
point_of_sale.DD121007,DD121007,0.0
point_of_sale.DD121009,DD121009,0.0
point_of_sale.DD121013,DD121013,53.0
point_of_sale.DD121014,DD121014,0.0
point_of_sale.DD121015,DD121015,0.0
point_of_sale.DD121025,DD121025,0.0
point_of_sale.DD121028,DD121028,0.0
point_of_sale.DD121069,DD121069,0.0
point_of_sale.DD121072,DD121072,2.0
point_of_sale.DD121074,DD121074,0.0
point_of_sale.DD121075,DD121075,0.0
point_of_sale.DD121076,DD121076,0.0
point_of_sale.DD121077,DD121077,0.0
point_of_sale.DD121120,DD121120,0.0
point_of_sale.DD121142,DD121142,0.0
point_of_sale.DD121163,DD121163,0.0
point_of_sale.DD121165,DD121165,0.0
point_of_sale.DD121166,DD121166,0.0
point_of_sale.DD121167,DD121167,0.0
point_of_sale.DD121168,DD121168,0.0
point_of_sale.DD121169,DD121169,0.0
point_of_sale.DD121170,DD121170,0.0
point_of_sale.DD121178,DD121178,0.0
point_of_sale.DD121181,DD121181,41.0
point_of_sale.DD141016,DD141016,0.0
point_of_sale.DD141022,DD141022,0.0
point_of_sale.DD141024,DD141024,0.0
point_of_sale.DD141055,DD141055,0.0
point_of_sale.DD141174,DD141174,0.0
point_of_sale.DD141191,DD141191,0.0
point_of_sale.DD141223,DD141223,0.0
point_of_sale.DD141227,DD141227,0.0
point_of_sale.DD151005,DD151005,0.0
point_of_sale.DD151008,DD151008,10.0
point_of_sale.DD151009,DD151009,1.0
point_of_sale.DD151015,DD151015,0.0
point_of_sale.DD151024,DD151024,0.0
point_of_sale.DD151025,DD151025,0.0
point_of_sale.DD151026,DD151026,0.0
point_of_sale.DD151027,DD151027,0.0
point_of_sale.DD151031,DD151031,0.0
point_of_sale.DD151034,DD151034,0.0
point_of_sale.DD151035,DD151035,0.0
point_of_sale.DD151048,DD151048,0.0
point_of_sale.DD151051,DD151051,0.0
point_of_sale.DD151058,DD151058,0.0
point_of_sale.DD151061,DD151061,0.0
point_of_sale.DD151068,DD151068,0.0
point_of_sale.DD151071,DD151071,0.0
point_of_sale.DD161011,DD161011,0.0
point_of_sale.DD161013,DD161013,0.0
point_of_sale.DD161022,DD161022,12.0
point_of_sale.DD161028,DD161028,0.0
point_of_sale.DD161038,DD161038,0.0
point_of_sale.DD161051,DD161051,0.0
point_of_sale.DD161053,DD161053,0.0
point_of_sale.DD161071,DD161071,0.0
point_of_sale.DD161078,DD161078,0.0
point_of_sale.DD161079,DD161079,0.0
point_of_sale.DD161107,DD161107,0.0
point_of_sale.DD161208,DD161208,0.0
point_of_sale.DD161364,DD161364,0.0
point_of_sale.DD161365,DD161365,0.0
point_of_sale.DD161366,DD161366,0.0
point_of_sale.DD161369,DD161369,0.0
point_of_sale.DD161380,DD161380,0.0
point_of_sale.DD161381,DD161381,0.0
point_of_sale.DD161389,DD161389,0.0
point_of_sale.DD161417,DD161417,0.0
point_of_sale.DD171006,DD171006,0.0
point_of_sale.DD171013,DD171013,0.0
point_of_sale.DD181011,DD181011,9.0
point_of_sale.DD181028,DD181028,0.0
point_of_sale.DD181029,DD181029,0.0
point_of_sale.DD181031,DD181031,0.0
point_of_sale.DD181032,DD181032,23.0
point_of_sale.DD181034,DD181034,0.0
point_of_sale.DD181069,DD181069,0.0
point_of_sale.DD181088,DD181088,0.0
point_of_sale.DD181089,DD181089,0.0
point_of_sale.DD181090,DD181090,0.0
point_of_sale.DD181091,DD181091,0.0
point_of_sale.DD181097,DD181097,0.0
point_of_sale.DD181100,DD181100,0.0
point_of_sale.DD181104,DD181104,0.0
point_of_sale.DD181105,DD181105,0.0
point_of_sale.DD181114,DD181114,0.0
point_of_sale.DD181162,DD181162,0.0
point_of_sale.DD181176,DD181176,11.0
point_of_sale.DD181183,DD181183,63.0
point_of_sale.DD181184,DD181184,43.0
point_of_sale.DD181185,DD181185,1.0
point_of_sale.DD181186,DD181186,0.0
point_of_sale.DD181187,DD181187,14.0
point_of_sale.DD181192,DD181192,8.0
point_of_sale.DD181200,DD181200,0.0
point_of_sale.DD181202,DD181202,0.0
point_of_sale.DD181205,DD181205,5.0
point_of_sale.DD181207,DD181207,5.0
point_of_sale.DD181208,DD181208,0.0
point_of_sale.DD181219,DD181219,0.0
point_of_sale.DD181252,DD181252,5.0
point_of_sale.DD191006,DD191006,0.0
point_of_sale.DD191010,DD191010,0.0
point_of_sale.DD191015,DD191015,0.0
point_of_sale.DD191016,DD191016,0.0
point_of_sale.DD191019,DD191019,0.0
point_of_sale.DD191026,DD191026,0.0
point_of_sale.DD191031,DD191031,0.0
point_of_sale.DD191043,DD191043,0.0
point_of_sale.DD191044,DD191044,0.0
point_of_sale.DD191056,DD191056,0.0
point_of_sale.DD191057,DD191057,0.0
point_of_sale.DD191067,DD191067,0.0
point_of_sale.DD191069,DD191069,0.0
point_of_sale.DD191071,DD191071,0.0
point_of_sale.DD191072,DD191072,0.0
point_of_sale.DD191073,DD191073,0.0
point_of_sale.DD191075,DD191075,1.0
point_of_sale.DD191076,DD191076,0.0
point_of_sale.DD191080,DD191080,0.0
point_of_sale.DD191084,DD191084,0.0
point_of_sale.DD191085,DD191085,-35.0
point_of_sale.DD191094,DD191094,0.0
point_of_sale.DD191125,DD191125,7.0
point_of_sale.DD191131,DD191131,0.0
point_of_sale.DD191132,DD191132,1.0
point_of_sale.DD191133,DD191133,0.0
point_of_sale.DD191140,DD191140,0.0
point_of_sale.DD191141,DD191141,7.0
point_of_sale.DD191142,DD191142,9.0
point_of_sale.DD191143,DD191143,-3.0
point_of_sale.DD191144,DD191144,0.0
point_of_sale.DD191147,DD191147,-5.0
point_of_sale.DD191148,DD191148,0.0
point_of_sale.DD201001,DD201001,0.0
point_of_sale.DD201002,DD201002,7.0
point_of_sale.DD201006,DD201006,0.0
point_of_sale.DD201008,DD201008,0.0
point_of_sale.DD201009,DD201009,0.0
point_of_sale.DD201010,DD201010,-1.0
point_of_sale.DD201011,DD201011,0.0
point_of_sale.DD201021,DD201021,0.0
point_of_sale.DD201024,DD201024,15.0
point_of_sale.DD201033,DD201033,0.0
point_of_sale.DD201034,DD201034,0.0
point_of_sale.DD201045,DD201045,0.0
point_of_sale.DD201053,DD201053,0.0
point_of_sale.DD201055,DD201055,0.0
point_of_sale.DD201061,DD201061,0.0
point_of_sale.DD201072,DD201072,0.0
point_of_sale.DD201077,DD201077,0.0
point_of_sale.DD201095,DD201095,0.0
point_of_sale.DD201103,DD201103,0.0
point_of_sale.DD201110,DD201110,0.0
point_of_sale.DD201135,DD201135,0.0
point_of_sale.DD201137,DD201137,0.0
point_of_sale.DD201146,DD201146,0.0
point_of_sale.DD201155,DD201155,0.0
point_of_sale.DD201156,DD201156,0.0
point_of_sale.DD201157,DD201157,0.0
point_of_sale.DD201167,DD201167,0.0
point_of_sale.DD201168,DD201168,0.0
point_of_sale.DD201170,DD201170,8.0
point_of_sale.DD221007,DD221007,0.0
point_of_sale.DD221008,DD221008,2.0
point_of_sale.DD221017,DD221017,0.0
point_of_sale.DD221021,DD221021,0.0
point_of_sale.DD70013N,DD70013N,0.0
point_of_sale.DD70023N,DD70023N,10.0
point_of_sale.DD71011A,DD71011A,0.0
point_of_sale.DD71011B,DD71011B,0.0
point_of_sale.DD7101Y7,DD7101Y7,0.0
point_of_sale.DD7102Y6,DD7102Y6,0.0
point_of_sale.DD73011B,DD73011B,0.0
point_of_sale.DD7301X4,DD7301X4,0.0
point_of_sale.DD73021A,DD73021A,0.0
point_of_sale.DD73041A,DD73041A,0.0
point_of_sale.DD73041B,DD73041B,0.0
point_of_sale.DD7304Y7,DD7304Y7,0.0
point_of_sale.DD73051A,DD73051A,0.0
point_of_sale.DD73051B,DD73051B,0.0
point_of_sale.DD7305Y7,DD7305Y7,0.0
point_of_sale.DE151006,DE151006,0.0
point_of_sale.DE151008,DE151008,11.0
point_of_sale.DE151011,DE151011,0.0
point_of_sale.DE151012,DE151012,91.0
point_of_sale.DE151013,DE151013,0.0
point_of_sale.DE151014,DE151014,0.0
point_of_sale.DE151015,DE151015,1.0
point_of_sale.DE151030,DE151030,0.0
point_of_sale.DE151037,DE151037,15.0
point_of_sale.DE151043,DE151043,9.0
point_of_sale.DE151045,DE151045,0.0
point_of_sale.DE151046,DE151046,10.0
point_of_sale.DE151047,DE151047,0.0
point_of_sale.DE151048,DE151048,8.0
point_of_sale.DE151051,DE151051,0.0
point_of_sale.DE151052,DE151052,0.0
point_of_sale.DE181019,DE181019,0.0
point_of_sale.DE181030,DE181030,0.0
point_of_sale.DE181031,DE181031,6.0
point_of_sale.DE191009,DE191009,2.0
point_of_sale.DE191010,DE191010,0.0
point_of_sale.DE191011,DE191011,-1.0
point_of_sale.DE191020,DE191020,0.0
point_of_sale.DE191021,DE191021,0.0
point_of_sale.DE191023,DE191023,0.0
point_of_sale.DE191024,DE191024,5.0
point_of_sale.DE191025,DE191025,0.0
point_of_sale.DE191026,DE191026,0.0
point_of_sale.DE191027,DE191027,-2.0
point_of_sale.DE191028,DE191028,0.0
point_of_sale.DE191029,DE191029,1.0
point_of_sale.DE191030,DE191030,20.0
point_of_sale.DE191031,DE191031,9.0
point_of_sale.DE191032,DE191032,0.0
point_of_sale.DE191033,DE191033,0.0
point_of_sale.DE191034,DE191034,0.0
point_of_sale.DE191035,DE191035,0.0
point_of_sale.DE191036,DE191036,0.0
point_of_sale.DE191037,DE191037,0.0
point_of_sale.DE191038,DE191038,0.0
point_of_sale.DE191043,DE191043,0.0
point_of_sale.DE191044,DE191044,0.0
point_of_sale.DE201016,DE201016,0.0
point_of_sale.DE201017,DE201017,0.0
point_of_sale.DF101019,DF101019,0.0
point_of_sale.DF101024,DF101024,0.0
point_of_sale.DF101055,DF101055,74.0
point_of_sale.DF101071,DF101071,0.0
point_of_sale.DF111007,DF111007,0.0
point_of_sale.DF111015,DF111015,0.0
point_of_sale.DF111017,DF111017,0.0
point_of_sale.DF111020,DF111020,2.0
point_of_sale.DF111033,DF111033,2.0
point_of_sale.DF111040,DF111040,0.0
point_of_sale.DF121003,DF121003,5.0
point_of_sale.DF121023,DF121023,0.0
point_of_sale.DF141071,DF141071,0.0
point_of_sale.DF141120,DF141120,0.0
point_of_sale.DF141128,DF141128,13.0
point_of_sale.DF141129,DF141129,0.0
point_of_sale.DF141134,DF141134,0.0
point_of_sale.DF141139,DF141139,0.0
point_of_sale.DF141142,DF141142,0.0
point_of_sale.DF141153,DF141153,0.0
point_of_sale.DF141159,DF141159,0.0
point_of_sale.DF151003,DF151003,0.0
point_of_sale.DF151005,DF151005,0.0
point_of_sale.DF151006,DF151006,0.0
point_of_sale.DF151010,DF151010,0.0
point_of_sale.DF151016,DF151016,2.0
point_of_sale.DF151017,DF151017,0.0
point_of_sale.DF151023,DF151023,0.0
point_of_sale.DF161016,DF161016,0.0
point_of_sale.DF161098,DF161098,0.0
point_of_sale.DF161102,DF161102,45.0
point_of_sale.DF161104,DF161104,0.0
point_of_sale.DF161129,DF161129,0.0
point_of_sale.DF161168,DF161168,3.0
point_of_sale.DF161242,DF161242,0.0
point_of_sale.DF161245,DF161245,0.0
point_of_sale.DF161249,DF161249,0.0
point_of_sale.DF161252,DF161252,0.0
point_of_sale.DF161413,DF161413,22.0
point_of_sale.DF161414,DF161414,11.0
point_of_sale.DF161416,DF161416,295.0
point_of_sale.DF161425,DF161425,3.0
point_of_sale.DF161426,DF161426,0.0
point_of_sale.DF181020,DF181020,0.0
point_of_sale.DF181024,DF181024,1.0
point_of_sale.DF181031,DF181031,0.0
point_of_sale.DF181032,DF181032,0.0
point_of_sale.DF181036,DF181036,0.0
point_of_sale.DF181037,DF181037,0.0
point_of_sale.DF181039,DF181039,0.0
point_of_sale.DF181041,DF181041,0.0
point_of_sale.DF181042,DF181042,0.0
point_of_sale.DF181043,DF181043,0.0
point_of_sale.DF181052,DF181052,0.0
point_of_sale.DF181053,DF181053,0.0
point_of_sale.DF181055,DF181055,0.0
point_of_sale.DF181056,DF181056,0.0
point_of_sale.DF181057,DF181057,0.0
point_of_sale.DF181058,DF181058,0.0
point_of_sale.DF181059,DF181059,0.0
point_of_sale.DF181073,DF181073,0.0
point_of_sale.DF181074,DF181074,0.0
point_of_sale.DF181075,DF181075,0.0
point_of_sale.DF181076,DF181076,0.0
point_of_sale.DF181077,DF181077,0.0
point_of_sale.DF181083,DF181083,0.0
point_of_sale.DF181085,DF181085,0.0
point_of_sale.DF181086,DF181086,0.0
point_of_sale.DF181090,DF181090,0.0
point_of_sale.DF181091,DF181091,165.0
point_of_sale.DF181092,DF181092,70.0
point_of_sale.DF181093,DF181093,0.0
point_of_sale.DF181094,DF181094,0.0
point_of_sale.DF181097,DF181097,0.0
point_of_sale.DF181098,DF181098,140.0
point_of_sale.DF181117,DF181117,0.0
point_of_sale.DF191009,DF191009,0.0
point_of_sale.DF191010,DF191010,0.0
point_of_sale.DF191011,DF191011,0.0
point_of_sale.DF191012,DF191012,0.0
point_of_sale.DF191013,DF191013,0.0
point_of_sale.DF191014,DF191014,0.0
point_of_sale.DF191015,DF191015,0.0
point_of_sale.DF191016,DF191016,0.0
point_of_sale.DF191019,DF191019,0.0
point_of_sale.DF191020,DF191020,0.0
point_of_sale.DF191026,DF191026,0.0
point_of_sale.DF191027,DF191027,0.0
point_of_sale.DF191032,DF191032,-1.0
point_of_sale.DF191041,DF191041,0.0
point_of_sale.DF191045,DF191045,0.0
point_of_sale.DF191066,DF191066,1.0
point_of_sale.DF201004,DF201004,0.0
point_of_sale.DF201007,DF201007,0.0
point_of_sale.DF201031,DF201031,0.0
point_of_sale.DF201036,DF201036,0.0
point_of_sale.DF201042,DF201042,0.0
point_of_sale.DF201043,DF201043,0.0
point_of_sale.DF201044,DF201044,0.0
point_of_sale.DF201045,DF201045,0.0
point_of_sale.DF201046,DF201046,0.0
point_of_sale.DF201053,DF201053,2.0
point_of_sale.DF201058,DF201058,0.0
point_of_sale.DF201065,DF201065,0.0
point_of_sale.DF201088,DF201088,0.0
point_of_sale.DF201121,DF201121,0.0
point_of_sale.DF201124,DF201124,0.0
point_of_sale.DF201129,DF201129,0.0
point_of_sale.DF201138,DF201138,2.0
point_of_sale.DF201141,DF201141,0.0
point_of_sale.DF201158,DF201158,0.0
point_of_sale.DF201159,DF201159,0.0
point_of_sale.DF201164,DF201164,0.0
point_of_sale.DF201165,DF201165,0.0
point_of_sale.DF201181,DF201181,0.0
point_of_sale.DF221002,DF221002,0.0
point_of_sale.DF221004,DF221004,0.0
point_of_sale.DF221007,DF221007,10.0
point_of_sale.DF221008,DF221008,0.0
point_of_sale.DF221027,DF221027,0.0
point_of_sale.DF221033,DF221033,0.0
point_of_sale.DF221037,DF221037,3.0
point_of_sale.DF221045,DF221045,0.0
point_of_sale.DF221054,DF221054,0.0
point_of_sale.DG010014,DG010014,0.0
point_of_sale.DG101029,DG101029,-201.0
point_of_sale.DG101187,DG101187,0.0
point_of_sale.DG101188,DG101188,0.0
point_of_sale.DG101198,DG101198,0.0
point_of_sale.DG101237,DG101237,0.0
point_of_sale.DG101276,DG101276,0.0
point_of_sale.DG101339,DG101339,0.0
point_of_sale.DG101417,DG101417,0.0
point_of_sale.DG101418,DG101418,56.0
point_of_sale.DG101456,DG101456,3.0
point_of_sale.DG101460,DG101460,0.0
point_of_sale.DG101498,DG101498,360.0
point_of_sale.DG111008,DG111008,37.0
point_of_sale.DG121002,DG121002,0.0
point_of_sale.DG121003,DG121003,0.0
point_of_sale.DG121010,DG121010,-9.0
point_of_sale.DG121012,DG121012,0.0
point_of_sale.DG121016,DG121016,0.0
point_of_sale.DG121025,DG121025,0.0
point_of_sale.DG121040,DG121040,0.0
point_of_sale.DG141017,DG141017,0.0
point_of_sale.DG141019,DG141019,47.0
point_of_sale.DG141020,DG141020,0.0
point_of_sale.DG141024,DG141024,0.0
point_of_sale.DG141028,DG141028,0.0
point_of_sale.DG151003,DG151003,0.0
point_of_sale.DG151005,DG151005,0.0
point_of_sale.DG151006,DG151006,0.0
point_of_sale.DG151007,DG151007,0.0
point_of_sale.DG151008,DG151008,0.0
point_of_sale.DG151009,DG151009,0.0
point_of_sale.DG151025,DG151025,0.0
point_of_sale.DG151026,DG151026,0.0
point_of_sale.DG151049,DG151049,0.0
point_of_sale.DG151058,DG151058,0.0
point_of_sale.DG151059,DG151059,0.0
point_of_sale.DG151060,DG151060,0.0
point_of_sale.DG151062,DG151062,0.0
point_of_sale.DG151064,DG151064,0.0
point_of_sale.DG151065,DG151065,0.0
point_of_sale.DG151067,DG151067,0.0
point_of_sale.DG151075,DG151075,0.0
point_of_sale.DG151076,DG151076,0.0
point_of_sale.DG151081,DG151081,0.0
point_of_sale.DG151084,DG151084,0.0
point_of_sale.DG151085,DG151085,0.0
point_of_sale.DG151089,DG151089,0.0
point_of_sale.DG151093,DG151093,0.0
point_of_sale.DG151094,DG151094,0.0
point_of_sale.DG151096,DG151096,0.0
point_of_sale.DG151102,DG151102,0.0
point_of_sale.DG161117,DG161117,0.0
point_of_sale.DG161118,DG161118,-2.0
point_of_sale.DG161120,DG161120,0.0
point_of_sale.DG161121,DG161121,71.0
point_of_sale.DG161124,DG161124,1.0
point_of_sale.DG161129,DG161129,-4.0
point_of_sale.DG161144,DG161144,0.0
point_of_sale.DG161145,DG161145,0.0
point_of_sale.DG161152,DG161152,0.0
point_of_sale.DG161154,DG161154,0.0
point_of_sale.DG161165,DG161165,0.0
point_of_sale.DG161166,DG161166,0.0
point_of_sale.DG161168,DG161168,0.0
point_of_sale.DG161186,DG161186,0.0
point_of_sale.DG161187,DG161187,0.0
point_of_sale.DG161206,DG161206,0.0
point_of_sale.DG161219,DG161219,0.0
point_of_sale.DG161220,DG161220,0.0
point_of_sale.DG161221,DG161221,0.0
point_of_sale.DG161224,DG161224,0.0
point_of_sale.DG161225,DG161225,0.0
point_of_sale.DG16122V,DG16122V,0.0
point_of_sale.DG161230,DG161230,0.0
point_of_sale.DG161267,DG161267,0.0
point_of_sale.DG161276,DG161276,0.0
point_of_sale.DG1612X3,DG1612X3,0.0
point_of_sale.DG171015,DG171015,0.0
point_of_sale.DG171016,DG171016,14.0
point_of_sale.DG171018,DG171018,42.0
point_of_sale.DG171019,DG171019,9.0
point_of_sale.DG171020,DG171020,0.0
point_of_sale.DG171022,DG171022,0.0
point_of_sale.DG171025,DG171025,0.0
point_of_sale.DG171034,DG171034,0.0
point_of_sale.DG171035,DG171035,0.0
point_of_sale.DG171036,DG171036,0.0
point_of_sale.DG171037,DG171037,0.0
point_of_sale.DG171038,DG171038,0.0
point_of_sale.DG181003,DG181003,0.0
point_of_sale.DG181004,DG181004,0.0
point_of_sale.DG181005,DG181005,0.0
point_of_sale.DG181008,DG181008,16.0
point_of_sale.DG181010,DG181010,0.0
point_of_sale.DG181011,DG181011,0.0
point_of_sale.DG181012,DG181012,0.0
point_of_sale.DG181013,DG181013,0.0
point_of_sale.DG181014,DG181014,0.0
point_of_sale.DG181015,DG181015,0.0
point_of_sale.DG181021,DG181021,1.0
point_of_sale.DG181022,DG181022,0.0
point_of_sale.DG181023,DG181023,11.0
point_of_sale.DG181024,DG181024,0.0
point_of_sale.DG181026,DG181026,0.0
point_of_sale.DG181028,DG181028,0.0
point_of_sale.DG181040,DG181040,0.0
point_of_sale.DG181042,DG181042,0.0
point_of_sale.DG181044,DG181044,0.0
point_of_sale.DG181045,DG181045,0.0
point_of_sale.DG181046,DG181046,0.0
point_of_sale.DG181047,DG181047,0.0
point_of_sale.DG181048,DG181048,0.0
point_of_sale.DG181052,DG181052,0.0
point_of_sale.DG181054,DG181054,0.0
point_of_sale.DG181059,DG181059,0.0
point_of_sale.DG181070,DG181070,0.0
point_of_sale.DG181087,DG181087,0.0
point_of_sale.DG181088,DG181088,0.0
point_of_sale.DG181089,DG181089,0.0
point_of_sale.DG181091,DG181091,0.0
point_of_sale.DG181093,DG181093,0.0
point_of_sale.DG181095,DG181095,0.0
point_of_sale.DG181099,DG181099,0.0
point_of_sale.DG181103,DG181103,0.0
point_of_sale.DG181104,DG181104,0.0
point_of_sale.DG191010,DG191010,0.0
point_of_sale.DG191012,DG191012,1.0
point_of_sale.DG191013,DG191013,0.0
point_of_sale.DG191014,DG191014,0.0
point_of_sale.DG191045,DG191045,0.0
point_of_sale.DG191046,DG191046,0.0
point_of_sale.DG191050,DG191050,0.0
point_of_sale.DG191051,DG191051,0.0
point_of_sale.DG191078,DG191078,0.0
point_of_sale.DG191080,DG191080,0.0
point_of_sale.DG191084,DG191084,0.0
point_of_sale.DG191098,DG191098,0.0
point_of_sale.DG201010,DG201010,0.0
point_of_sale.DG201012,DG201012,0.0
point_of_sale.DG201023,DG201023,0.0
point_of_sale.DG201025,DG201025,0.0
point_of_sale.DG201027,DG201027,0.0
point_of_sale.DG201030,DG201030,1.0
point_of_sale.DG201040,DG201040,0.0
point_of_sale.DG201049,DG201049,2.0
point_of_sale.DG201050,DG201050,0.0
point_of_sale.DG201052,DG201052,0.0
point_of_sale.DG201061,DG201061,0.0
point_of_sale.DG201071,DG201071,0.0
point_of_sale.DG201084,DG201084,0.0
point_of_sale.DG211001,DG211001,0.0
point_of_sale.DG211007,DG211007,0.0
point_of_sale.DG221022,DG221022,0.0
point_of_sale.DG221027,DG221027,0.0
point_of_sale.DG221028,DG221028,0.0
point_of_sale.DG221033,DG221033,0.0
point_of_sale.DG221034,DG221034,0.0
point_of_sale.DG221038,DG221038,0.0
