STR_PART_CODE,STR_DESC,INT_QTY,INT_TOTAL_COST,INT_AVG_UNIT_COST
31161018,DAMPER,20,996,49.8
39191719,OIL SEAL [ KICK ],80,10624,132.8
39168904,FLANGED BOLT,15,311.25,20.75
30101185,O RING 16*2,20,1328,66.4
28101080,RUBBER BUSH,40,996,24.9
30201104,FUSE BOX WITH DAMPER,13,2967.25,228.25
30211005,COLLER L=13.1,10,498,49.8
31121008,HOLDER,3,572.7,190.9
31101135,WHEEL-CLUTCH,6,4282.8,713.8
31101136,HUB CLUTCH,6,5976,996
31101175,INSULATOR,17,987.7,58.1
36222241,STEEL BUSH  KIT [M-80],15,1618.5,107.9
36222246,SPRING PLATE SET,2,282.2,141.1
36241001,CLUTCH PLATE SET (3P),10,6889,688.9
24131032,BEVEL GEAR PIN,56,15338.4,273.9
24140112,CAP ASSY.,10,747,74.7
24130129,TENSION SPRING,10,664,66.4
24131008,BUSH,5,1369.5,273.9
22130147,CUP,9,149.4,16.6
30201074,SPRING BRAKE,49,1626.8,33.2
03100620,ROLLER BEARING 3RD GROUP,81,10756.8,132.8
03100621,ROLLER BEARING 4TH GROUP,55,8109,147
03100802,CLUTCH BOX,5,2573,514.6
DF151003,DRUM FRONT,4,17463.2,4365.8
36DK0015,KIT AC ELEMENT FINE/COARSE,82,37433,456.5
39204021,RING - O,95,13302.5,140
DJ151033,SLEEVE,15,13446,896.4
39168606,PIN-HALLOW DOWEL,19,473.1,24.9
39241304,BOLT-HEXAGON HEAD/FLANGE,1,190.9,190.9
DJ101135,CAMSHAFT,2,1577,788.5
52DH0177,BALANCER IDLER HOLDER/BEARING,4,3685.2,921.3
DD111012,GROMMET FOR H.T.CABLE,19,1892.4,99.6
DJ151035,COLLAR,18,3735,207.5
DJ151036,ADJESTER-CHAIN,23,9545,415
DJ151037,ADJESTER-CHAIN RH,39,14431.5,370
DJ151041,AXLE,26,16616.6,639.1
28101107,PARALLEL KEY,160,1947,12
28101129,SEAT  SPRING,30,2241,74.7
28101141,OIL PLUG,50,2490,49.8
39253105,STUD-M10,15,5727,381.8
39253204,HEXAGON HEAD BOLT/FLANGE,29,4814,166
DX171004,SHOCKABSORBER REAR - ALUMINUM ADJUSTER,1,5353.5,5353.5
DH111009,PULSER COIL,17,8042.7,473.1
24201303,INDICATOR,7,5345.2,763.6
AP201021,DC FLASHER 12V,6,5627.4,937.9
DS181075,BOLT - FORK,3,1070.7,356.9
AA101364,SPRING - CLUTCH,180,7470,41.5
DU121005,PIPE  OIL,1,688.9,688.9
DS121089,CARBURETTOR PACKING,3,622.5,207.5
36311008,KIT VALVE REPAIR 4S,73,27871.4,381.8
DJ161128,STEP ASSEMBLY COMPLETE-PILLION:-LH,22,17164.4,780.2
36DU4004,KIT CHAIN CASE 17 INCH,2,7569.6,3784.8
DJ201113,INDICATOR FLEXIBLE REAR LH,1,1070.7,1070.7
DZ201005,LAMP - SIGNAL FRONT L/H,1,987.7,987.7
AF121148,INTEGRAL DUCT ASSY .COMP FOR 3WH4S RE,17,34813.7,2048
AF121188,PIPE-HOSE CLEAN AIR INTAKE,5,3112.5,622.5
36AB4001,KIT BUSH PIVOT 3WH,64,97209.6,1518.9
AE131011,GEAR-DIFFERENTIAL FOR 5PORT-RE,1,5411.6,5411.6
24101545,PIVOT - CLUTCH FOR '3WH - 2S',20,3818,190.9
24191092,CABLE COMP CLUTCH,40,39176,979.4
DS101154,KEY,21,871.5,41.5
24131016,GEAR-REVERSE CONTROL,34,117113,3444.5
30181011,NUT,2,166,83
31121006,WASHER,20,498,24.9
